Date,Value,Diff,logreturn,DiffLog
1979-05-11,98.52,1.41000000000001,0.006171484243774,0.014210367621360943
1979-05-18,99.93,0.289999999999992,0.001258510995619,0.002897828657880627
1979-05-25,100.22,-1.05,-0.004574085173048,-0.010532220333544791
1979-06-01,99.17,2.31999999999999,0.010042939274233,0.02312472226269308
1979-06-08,101.49,0.600000000000009,0.002559951307829,0.005894505720197355
1979-06-15,102.09,0.549999999999997,0.0023334395514,0.005372943126456874
1979-06-22,102.64,0.269999999999996,0.001140934833902,0.002627099540619195
1979-06-29,102.91,0.710000000000008,0.002986009750328,0.006875541538641944
1979-07-06,103.62,-1.30000000000001,-0.005483056480505,-0.012625204116055062
1979-07-13,102.32,-0.5,-0.002127438769278,-0.004898608796397356
1979-07-20,101.82,1.28,0.005425572582197,0.01249284254872435
1979-07-27,103.1,0.940000000000012,0.003941678240318,0.009076049557536627
1979-08-03,104.04,2.36,0.009741284435195,0.02243013632709329
1979-08-10,106.4,1.89999999999999,0.007686828666291,0.017699577099400857
1979-08-17,108.3,0.299999999999997,0.001201368627508,0.00276625349289011
1979-08-24,108.6,0.719999999999999,0.002869797767795,0.006607953560032094
1979-08-31,109.32,-1.66,-0.006645247540954,-0.015301247927056052
1979-09-07,107.66,1.10000000000001,0.004414823435793,0.010165506631458713
1979-09-14,108.76,1.70999999999999,0.006775155093022,0.015600371119913645
1979-09-21,110.47,-1.15000000000001,-0.004544730987861,-0.010464629824316582
1979-09-28,109.32,1.95,0.00767846502765,0.017680319109741847
1979-10-05,111.27,-6.78,-0.027303358870374,-0.06286830712358966
1979-10-12,104.49,-2.89,-0.012181021229998,-0.028047837901637965
1979-10-19,101.6,-1.03,-0.004425257819568,-0.010189532687992482
1979-10-26,100.57,1.94000000000001,0.008297783390093,0.019106352338921297
1979-11-02,102.51,-1.0,-0.004257405743135,-0.00980303899897041
1979-11-09,101.51,2.28,0.009646684176165,0.02221231118085792
1979-11-16,103.79,0.879999999999995,0.003666712216319,0.008442916889594835
1979-11-23,104.67,1.49,0.006138685688606,0.014134846157159512
1979-11-30,106.16,1.36,0.005528345853371,0.012729486750887328
1979-12-07,107.52,1.40000000000001,0.005618376958177,0.012936791030719581
1979-12-14,108.92,-1.33,-0.005335725153925,-0.012285961199741088
1979-12-21,107.59,0.25,0.001007971677243,0.00232094055817905
1979-12-28,107.84,-1.32000000000001,-0.005348721424341,-0.012315886218265527
1980-01-04,106.52,3.40000000000001,0.013645561948571,0.031420067528307796
1980-01-11,109.92,1.14999999999999,0.004520052152104,0.010407804704989384
1980-01-18,111.07,2.54000000000001,0.00981978797291,0.022610897402784567
1980-01-25,113.61,1.51000000000001,0.00573422108806,0.013203531997299258
1980-02-01,115.12,2.83,0.010547164293065,0.0242857432745717
1980-02-08,117.95,-2.54000000000001,-0.009454504195136,-0.0217698004213706
1980-02-15,115.41,-0.36999999999999,-0.001394567987671,-0.003211111459576843
1980-02-22,115.04,-1.38000000000001,-0.005241221330096,-0.012068358103761244
1980-02-29,113.66,-6.75999999999999,-0.026629946499934,-0.06131771783797576
1980-03-07,106.9,-1.47,-0.006013498690785,-0.013846592442141288
1980-03-14,105.43,-3.12,-0.013046121852092,-0.03003980569800976
1980-03-21,102.31,-1.63,-0.006974877789577,-0.016060249623733456
1980-03-28,100.68,1.47,0.006295164092141,0.014495150996515962
1980-04-03,102.15,1.64,0.006917140982988,0.015927305713566483
1980-04-11,103.79,-3.24000000000001,-0.013773437018694,-0.031714510758536645
1980-04-18,100.55,4.61,0.019468502501565,0.04482788364301934
1980-04-25,105.16,0.420000000000002,0.001731080230615,0.0039859595337896694
1980-05-02,105.58,-0.859999999999999,-0.00355202412224,-0.008178837793825647
1980-05-09,104.72,2.63,0.010772415229568,0.024804402723145418
1980-05-16,107.35,3.27000000000001,0.01303160536088,0.03000638024174208
1980-05-23,110.62,0.61999999999999,0.002427326058975,0.005589124799231958
1980-05-30,111.24,1.96000000000001,0.00758544666013,0.017466136403318632
1980-06-06,113.2,2.61,0.009899634761191,0.022794751427203806
1980-06-13,115.81,-1.75,-0.006612694364357,-0.015226291467893548
1980-06-20,114.06,1.94,0.007324621977832,0.016865565377971757
1980-06-27,116.0,1.45999999999999,0.00543200728002,0.01250765898800871
1980-07-03,117.46,0.38000000000001,0.001402737327636,0.0032299220600013885
1980-07-11,117.84,4.2,0.015209465135795,0.03502108769409402
1980-07-18,122.04,-1.26000000000001,-0.004507173698072,-0.010378150968713867
1980-07-25,120.78,0.429999999999993,0.001543425957841,0.0035538696026653715
1980-08-01,121.21,2.40000000000001,0.008515155195336,0.019606869417311146
1980-08-08,123.61,2.11,0.007350765920067,0.01692576402963518
1980-08-15,125.72,0.299999999999997,0.001035102933566,0.00238341258454267
1980-08-22,126.02,-3.64,-0.012729026418478,-0.029309666479514978
1980-08-29,122.38,2.5,0.008782441193731,0.020222318172782146
1980-09-05,124.88,0.660000000000011,0.002289234260331,0.0052711566822091
1980-09-12,125.54,3.70999999999999,0.012648427451288,0.029124080499152705
1980-09-19,129.25,-2.90000000000001,-0.009855305510047,-0.022692679554335293
1980-09-26,126.35,2.98000000000002,0.010124031317617,0.023311443592949743
1980-10-03,129.33,0.95999999999998,0.00321180650834,0.0073954577876871
1980-10-10,130.29,1.23000000000002,0.004080716114084,0.009396196093029755
1980-10-17,131.52,-1.67000000000002,-0.005549846230654,-0.012778993199112512
1980-10-24,129.85,-2.38,-0.008033968156145,-0.018498895313927524
1980-10-31,127.47,1.71000000000001,0.005787294397954,0.013325737809496797
1980-11-07,129.18,7.97,0.026000531733418,0.05986843677928555
1980-11-14,137.15,1.96000000000001,0.006162538674918,0.014189769687867027
1980-11-21,139.11,1.41,0.004379790504521,0.010084840326147003
1980-11-28,140.52,-6.49000000000001,-0.020536123529635,-0.04728617190722108
1980-12-05,134.03,-4.80000000000001,-0.015838673265223,-0.036469892953305355
1980-12-12,129.23,4.47,0.014768062936854,0.03400472157079753
1980-12-19,133.7,2.87,0.009223902146791,0.021238819582435606
1980-12-26,136.57,-0.22999999999999,-0.000732019746338,-0.0016855377556938248
1981-01-02,136.34,-2.86000000000001,-0.009207091679682,-0.021200112051466075
1981-01-09,133.48,1.29000000000002,0.004177030385178,0.009617967897894803
1981-01-16,134.77,-4.54000000000002,-0.014882187809571,-0.0342675038014561
1981-01-23,130.23,-0.679999999999978,-0.002273623236519,-0.005235210971492701
1981-01-30,129.55,1.04999999999998,0.003505759617211,0.008072309834211642
1981-02-06,130.6,-3.61999999999999,-0.012207854200721,-0.02810962310002676
1981-02-13,126.98,-0.400000000000006,-0.001370231399806,-0.0031550743951446135
1981-02-20,126.58,4.69000000000001,0.015800393904596,0.03638175146815695
1981-02-27,131.27,-1.42000000000002,-0.004723531277802,-0.010876332706558772
1981-03-06,129.85,3.26000000000002,0.010768729470896,0.02479591595017053
1981-03-13,133.11,0.969999999999999,0.003153317849984,0.007260782674844985
1981-03-20,134.08,0.569999999999993,0.001842356461328,0.0042421825238348684
1981-03-27,134.65,0.840000000000003,0.002700885026857,0.006219017600731841
1981-04-03,135.49,-0.980000000000018,-0.003152670083697,-0.007259291137849712
1981-04-10,134.51,0.189999999999998,0.000613023032296,0.001411537695828207
1981-04-16,134.7,0.439999999999998,0.00141631886597,0.003261194707710205
1981-04-24,135.14,-2.41999999999999,-0.007847541572652,-0.018069632241839367
1981-05-01,132.72,-1.06,-0.003482522260245,-0.00801880384245846
1981-05-08,131.66,0.509999999999991,0.00167903924235,0.003866130729984657
1981-05-15,132.17,-0.839999999999975,-0.002768945734968,-0.0063757331726465635
1981-05-22,131.33,1.25999999999999,0.004146826346879,0.009548420529558767
1981-05-29,132.59,-0.370000000000005,-0.001213617785375,-0.0027944582211953165
1981-06-05,132.22,1.27000000000001,0.004151580235317,0.00955936676220893
1981-06-12,133.49,-1.22,-0.003987379514278,-0.009181280629684997
1981-06-19,132.27,0.289999999999992,0.000951141865296,0.00219008508035138
1981-06-26,132.56,-3.92000000000002,-0.013036464006905,-0.030017567687651323
1981-07-02,128.64,0.730000000000018,0.002457546744471,0.005658710499154354
1981-07-10,129.37,1.38999999999999,0.004641333759485,0.010687065926199113
1981-07-17,130.76,-2.29999999999998,-0.007706994230249,-0.017746010026363314
1981-07-24,128.46,2.45999999999998,0.008238078957885,0.018968877803333176
1981-07-31,130.92,0.830000000000013,0.002744627248617,0.006319737788491954
1981-08-07,131.75,0.740000000000009,0.002432476209284,0.005600983458560072
1981-08-14,132.49,-3.26000000000002,-0.010819755768738,-0.02491340834293198
1981-08-21,129.23,-5.14999999999999,-0.017661559519582,-0.040667243668816556
1981-08-28,124.08,-4.01000000000001,-0.014267274171805,-0.03285161282565675
1981-09-04,120.07,1.54000000000001,0.005534777841244,0.0127442969502815
1981-09-11,121.61,-5.34999999999999,-0.019538969854618,-0.04499014071970364
1981-09-18,116.26,-3.49000000000001,-0.013236738186894,-0.03047871602900829
1981-09-25,112.77,6.59,0.024665229695119,0.05679379021125443
1981-10-02,119.36,2.09,0.007538709012556,0.017358518992730748
1981-10-09,121.45,-2.26000000000001,-0.008157699366124,-0.018783796953564264
1981-10-16,119.19,-0.590000000000003,-0.002155130746781,-0.004962371930992182
1981-10-23,118.6,3.29000000000001,0.01188338801783,0.02736251210411994
1981-10-30,121.89,0.780000000000001,0.002770288227924,0.006378824376915477
1981-11-06,122.67,-1.0,-0.003554857221219,-0.008185361245302924
1981-11-13,121.67,0.039999999999992,0.00014275437121,0.00032870408710776894
1981-11-20,121.71,3.38000000000001,0.011896330095913,0.027392312340184587
1981-11-27,125.09,1.17,0.004043192471434,0.00930979471282963
1981-12-04,126.26,-1.33,-0.004599045015953,-0.010589692495741668
1981-12-11,124.93,-0.930000000000007,-0.003245054813147,-0.007472014838701066
1981-12-18,124.0,-1.45999999999999,-0.0051438091663,-0.011844058307528306
1981-12-24,122.54,0.009999999999991,3.5439592161346e-05,8.160267661290181e-05
1981-12-31,122.55,-3.0,-0.010763735136303,-0.024784416069787835
1982-01-08,119.55,-3.22,-0.011857852358523,-0.027303714075658687
1982-01-15,116.33,-0.950000000000003,-0.003561193471147,-0.008199950999931645
1982-01-22,115.38,5.02000000000001,0.018495952299682,0.0425885040459773
1982-01-29,120.4,-3.14,-0.011476597073027,-0.02642584133865166
1982-02-05,117.26,-2.88000000000001,-0.010799797638125,-0.024867453048898994
1982-02-12,114.38,-1.16,-0.004426941662079,-0.01019340987865626
1982-02-19,113.22,-0.109999999999999,-0.00042214816216,-0.0009720320652241736
1982-02-26,113.11,-3.77,-0.014721932830877,-0.033898503076436465
1982-03-05,109.34,-0.730000000000004,-0.002909255859985,-0.006698809174908528
1982-03-12,108.61,2.0,0.007924578630226,0.018247016622218084
1982-03-19,110.61,1.33,0.005190910244932,0.011952512549050628
1982-03-26,111.94,3.18000000000001,0.012165478357838,0.028012049115898986
1982-04-02,115.12,1.09999999999999,0.004130090174205,0.009509884067847004
1982-04-08,116.22,0.590000000000003,0.002199152828729,0.005063736520645353
1982-04-16,116.81,1.83,0.006751114088843,0.015545014662071843
1982-04-23,118.64,-2.2,-0.008128941253553,-0.018717578952254253
1982-04-30,116.44,3.03,0.011156666926175,0.02568917495170988
1982-05-07,119.47,-1.45999999999999,-0.005340053329142,-0.012295927191474999
1982-05-14,118.01,-3.12,-0.01163658092546,-0.026794217772383944
1982-05-21,114.89,-3.01000000000001,-0.011529771738856,-0.02654828053151451
1982-05-28,111.88,-1.78999999999999,-0.007004585976224,-0.01612865525144717
1982-06-04,110.09,1.14999999999999,0.004513108468856,0.010391816283452314
1982-06-11,111.24,-3.95999999999999,-0.01574221534858,-0.03624779039234092
1982-06-18,107.28,1.86,0.007465184603585,0.017189222784662842
1982-06-25,109.14,-1.49,-0.005969915287621,-0.013746237947713801
1982-07-02,107.65,1.17999999999999,0.004734595012696,0.01090180789759811
1982-07-09,108.83,2.23999999999999,0.008848142695376,0.020373601471058263
1982-07-16,111.07,0.100000000000009,0.000390833793389,0.0008999280664951341
1982-07-23,111.17,-4.08,-0.016238687094131,-0.03739095883273998
1982-07-30,107.09,-3.38000000000001,-0.013928284304768,-0.032071059811140896
1982-08-06,103.71,0.140000000000001,0.000585866609049,0.0013490077204784691
1982-08-13,103.85,9.17,0.036748802090762,0.08461724387957595
1982-08-20,113.02,4.09,0.015438678014772,0.035548869852348605
1982-08-27,117.11,5.57000000000001,0.020179786333797,0.04646567519200498
1982-09-03,122.68,-1.71000000000001,-0.006096086662336,-0.014036758274294013
1982-09-10,120.97,1.58,0.005635634939984,0.01297652900236466
1982-09-17,122.55,0.769999999999996,0.002720200466374,0.006263493043828058
1982-09-24,123.32,-1.34999999999999,-0.004780492237309,-0.011007490162802698
1982-10-01,121.97,9.08000000000001,0.031184001465458,0.07180381691426847
1982-10-08,131.05,2.51999999999998,0.008271900690034,0.01904675521959854
1982-10-15,133.57,5.26000000000002,0.016774397686851,0.038624478057697156
1982-10-22,138.83,-5.11000000000001,-0.016286955738973,-0.03750210149481326
1982-10-29,133.72,8.44,0.026581046876714,0.06120512229449797
1982-11-05,142.16,-2.63,-0.008109820566066,-0.018673551942280493
1982-11-12,139.53,-2.50999999999999,-0.007883631047814,-0.0181527313293623
1982-11-19,137.02,-2.14000000000001,-0.006836405902698,-0.015741406321207813
1982-11-26,134.88,3.81,0.012097590877077,0.027855732414698534
1982-12-03,138.69,0.879999999999995,0.002746930339971,0.006325040852309226
1982-12-10,139.57,-2.07999999999998,-0.006520966533266,-0.015015080331410406
1982-12-17,137.49,2.22999999999999,0.00698746500116,0.01608923274948875
1982-12-23,139.72,0.919999999999988,0.002850280764088,0.006563013998235448
1982-12-31,140.64,4.54000000000002,0.013797934337583,0.03177091791982791
1983-01-07,145.18,1.47,0.004375275249292,0.010074443566765446
1983-01-14,146.65,-2.80000000000001,-0.008372201090226,-0.01927770542590319
1983-01-21,143.85,0.659999999999997,0.001988034807751,0.004577619312682234
1983-01-28,144.51,1.63,0.004871201975102,0.011216357052832616
1983-02-04,146.14,1.51000000000002,0.004464348291899,0.010279541826860044
1983-02-11,147.65,0.349999999999994,0.00102826409386,0.0023676655741833195
1983-02-18,148.0,1.74000000000001,0.005076113397063,0.011688183038424248
1983-02-25,149.74,3.92999999999998,0.011251262480387,0.02590698926470165
1983-03-04,153.67,-2.42999999999998,-0.006922422581909,-0.01593946704450878
1983-03-11,151.24,-1.34,-0.003865035842219,-0.008899573914180158
1983-03-18,149.9,2.76999999999998,0.007952072744678,0.018310324160298763
1983-03-25,152.67,0.29000000000002,0.000824169339068,0.001897720034240211
1983-03-31,152.96,-0.110000000000014,-0.000312431869918,-0.0007194009662476919
1983-04-08,152.85,5.90000000000001,0.016448290901906,0.037873589435957554
1983-04-15,158.75,1.66999999999999,0.004544778040047,0.010464738165977448
1983-04-22,160.42,4.01000000000002,0.010722544787803,0.02468957178735634
1983-04-29,164.43,1.66999999999999,0.004388575659532,0.010105068893114369
1983-05-06,166.1,-1.19,-0.003122640766001,-0.007190146078570441
1983-05-13,164.91,-2.77000000000001,-0.007356823004136,-0.016939710981117614
1983-05-20,162.14,2.32000000000002,0.006170117241885,0.01420721998318855
1983-05-27,164.46,-0.040000000000021,-0.000105642054012,-0.00024324981876215537
1983-06-03,164.42,-1.73999999999998,-0.004620480136579,-0.010639048684963476
1983-06-10,162.68,6.44999999999999,0.016886485135873,0.03888256894692689
1983-06-17,169.13,1.28,0.003274427579806,0.00753964813335064
1983-06-24,170.41,-1.77000000000001,-0.004534482915777,-0.01044103276630386
1983-07-01,168.64,-1.55999999999997,-0.004036126939369,-0.009293525724022719
1983-07-08,167.08,-2.79000000000002,-0.007313336980234,-0.01683958071072925
1983-07-15,164.29,4.59999999999999,0.011992806083738,0.027614456511584447
1983-07-22,168.89,-6.32999999999998,-0.016590245092763,-0.03820045103971282
1983-07-29,162.56,-0.819999999999993,-0.002196251829228,-0.005057056722440949
1983-08-05,161.74,0.419999999999988,0.001126296910355,0.0025933944760683277
1983-08-12,162.16,1.81999999999999,0.004847146391352,0.011160967024287033
1983-08-19,163.98,-1.84,-0.004900713395047,-0.011284309608470568
1983-08-26,162.14,2.86000000000001,0.007593775532649,0.01748531434101955
1983-09-02,165.0,1.91999999999999,0.005024431825765,0.01156918182277127
1983-09-09,166.92,-0.669999999999988,-0.001746722064529,-0.0040219761873882135
1983-09-16,166.25,3.25999999999999,0.008433669901502,0.019419242594431393
1983-09-23,169.51,-3.44,-0.008904138211489,-0.020502535911733157
1983-09-30,166.07,4.73000000000002,0.012196680687831,0.028083895135807963
1983-10-07,170.8,-0.939999999999998,-0.00239674660424,-0.00551871300260625
1983-10-14,169.86,-3.91000000000002,-0.010113863004124,-0.0232880301858798
1983-10-21,165.95,-2.57999999999998,-0.006804947697804,-0.015668971127566322
1983-10-28,163.37,-0.930000000000007,-0.00247932822882,-0.005708864220320204
1983-11-04,162.44,3.84999999999999,0.010173152494124,0.023424549281725878
1983-11-11,166.29,-1.19999999999999,-0.003145365781305,-0.007242472360045812
1983-11-18,165.09,2.09,0.005463553364221,0.012580296531232873
1983-11-25,167.18,-1.74000000000001,-0.004543799481191,-0.010462484950945825
1983-12-02,165.44,-0.359999999999985,-0.00094606120847,-0.0021783864356831103
1983-12-09,165.08,-2.69000000000003,-0.007135178394655,-0.016429355407385007
1983-12-16,162.39,0.830000000000013,0.002214091709189,0.005098134564100606
1983-12-23,163.22,1.71000000000001,0.004526285456583,0.010422157418964084
1983-12-30,164.93,4.34999999999999,0.011305991378596,0.026033007209873702
1984-01-06,169.28,-2.25999999999999,-0.005837171006512,-0.013440582944851176
1984-01-13,167.02,-0.810000000000002,-0.00211132985133,-0.0048615166420645905
1984-01-20,166.21,-2.27000000000001,-0.00597221874665,-0.013751541858134212
1984-01-27,163.94,-3.03,-0.00810189591281,-0.018655304753825763
1984-02-03,160.91,-4.60999999999999,-0.012624056818604,-0.02906796504362775
1984-02-10,156.3,-0.560000000000002,-0.001558807659058,-0.0035892872785909546
1984-02-17,155.74,1.76999999999998,0.004907961142973,0.011300998164803911
1984-02-24,157.51,1.73000000000002,0.004744037408958,0.010923549818472478
1984-03-02,159.24,-4.89000000000002,-0.013545535093946,-0.031189747183948274
1984-03-09,154.35,4.92000000000002,0.013627346242705,0.031378124315521554
1984-03-16,159.27,-2.41,-0.006621769386748,-0.015247187479169368
1984-03-23,156.86,2.31999999999999,0.006376289691901,0.014681949593182794
1984-03-30,159.18,-3.70000000000002,-0.010213968406744,-0.023518531393681014
1984-04-06,155.48,1.83000000000001,0.005081799098758,0.011701274850390986
1984-04-13,157.31,0.710000000000008,0.001955726402414,0.004503226460173878
1984-04-19,158.02,1.86999999999998,0.005109245056149,0.01176447150274154
1984-04-27,159.89,-0.779999999999973,-0.002123826777322,-0.004890291877563673
1984-05-04,159.11,-0.620000000000005,-0.001695610332626,-0.003904287075431012
1984-05-11,158.49,-2.71000000000001,-0.0074901659031,-0.017246744352531714
1984-05-18,155.78,-4.16,-0.011755207199943,-0.02706736486364453
1984-05-25,151.62,1.62,0.004615651007482,0.010627929204290338
1984-06-01,153.24,1.92999999999998,0.005435616820862,0.012515970262944367
1984-06-08,155.17,-6.13999999999999,-0.017534058679323,-0.04037366213469112
1984-06-15,149.03,5.43000000000001,0.015542329049774,0.03578753518041645
1984-06-22,154.46,-1.28,-0.003613965314459,-0.008321462659670344
1984-06-29,153.18,-0.939999999999998,-0.002673289908929,-0.006155477493553366
1984-07-06,152.24,-1.36000000000001,-0.003897099885711,-0.00897340410274681
1984-07-13,150.88,-1.32999999999998,-0.003845258025916,-0.008854033809190186
1984-07-20,149.55,1.63999999999999,0.004736649667948,0.010906538916152652
1984-07-27,151.19,11.16,0.030929225926735,0.07121717455674519
1984-08-03,162.35,3.06999999999999,0.008135723527397,0.018733195714905438
1984-08-10,165.42,-1.28,-0.00337358740219,-0.007767972062194774
1984-08-17,164.14,3.37,0.008826309540467,0.02032332877402969
1984-08-24,167.51,-0.829999999999984,-0.002157246842454,-0.004967244421342484
1984-08-31,166.68,-2.31,-0.006060936630868,-0.013955822335818638
1984-09-07,164.37,4.41,0.011498427394472,0.026476107511386456
1984-09-14,168.78,-3.11000000000001,-0.008077110303529,-0.018598233779374487
1984-09-21,165.67,0.430000000000007,0.001125760206079,0.0025921586688031073
1984-09-28,166.1,-3.41999999999999,-0.009035468718844,-0.02080493558022537
1984-10-05,162.68,1.5,0.00398608759738,0.009178305881096235
1984-10-12,164.18,3.78,0.009885614635972,0.022762468895872436
1984-10-19,167.96,-2.67000000000002,-0.0069592862976,-0.01602434888673063
1984-10-26,165.29,2.13,0.005560757924477,0.012804118302648241
1984-11-02,167.42,0.180000000000007,0.000466676701478,0.0010745628160724085
1984-11-09,167.6,-3.5,-0.009165433241164,-0.02110418995193747
1984-11-16,164.1,2.81999999999999,0.007399794986578,0.01703865762730668
1984-11-23,166.92,-3.33999999999997,-0.008778172184829,-0.020212488416523712
1984-11-30,163.58,-1.32000000000002,-0.003518732213008,-0.008102180339909204
1984-12-07,162.26,0.430000000000007,0.001149387513284,0.0026465625541600515
1984-12-14,162.69,2.81999999999999,0.007463379522285,0.017185066431370077
1984-12-21,165.51,0.75,0.001963537488473,0.004521212150492903
1984-12-28,166.26,-2.57999999999998,-0.00679215979779,-0.01563952589962561
1985-01-04,163.68,4.22999999999999,0.011080945258307,0.025514819368061582
