id,Diff
1,0.5949999999999998
2,-0.20340000000000025
3,0.06040000000000045
4,-0.7774000000000001
5,0.28359999999999985
6,-1.2734999999999999
7,-0.6184000000000001
8,0.02400000000000002
9,-0.05509999999999993
10,0.0042999999999999705
11,-0.12580000000000013
12,-0.22009999999999996
13,0.24209999999999998
14,0.7427999999999999
15,-0.0400999999999998
16,-0.1131000000000002
17,-0.2025999999999999
18,-0.27939999999999987
19,-0.6126
20,-0.29700000000000004
21,0.051999999999999935
22,-0.06459999999999999
23,-0.39149999999999996
24,0.18120000000000003
25,-0.3058
26,0.6202000000000001
27,-0.06610000000000005
28,0.09870000000000001
29,0.4556
30,0.02839999999999998
31,-0.24160000000000004
32,0.5501
33,-0.06220000000000003
34,0.46620000000000017
35,0.2530999999999999
36,0.15119999999999978
37,-0.4141999999999997
38,0.3262999999999998
39,0.5413000000000001
40,0.24160000000000004
41,-0.26860000000000017
42,-0.23499999999999988
43,0.21189999999999998
44,0.31289999999999996
45,-0.008999999999999897
46,0.06389999999999985
47,0.2509000000000001
48,-0.16320000000000023
49,-0.14319999999999977
50,0.09699999999999998
51,0.7709000000000001
52,-0.09390000000000054
53,-0.14169999999999927
54,-0.3550000000000004
55,0.3086000000000002
56,0.673
57,-0.6406000000000001
58,-0.34719999999999995
59,-0.17910000000000004
60,-0.3308
61,0.22019999999999973
62,-0.007099999999999884
63,-0.1690999999999998
64,0.14080000000000004
65,0.2709999999999999
66,0.03639999999999999
67,0.37860000000000005
68,0.4433999999999996
69,-0.08599999999999941
70,-0.11010000000000009
71,0.19930000000000003
72,-0.9691000000000001
73,-0.52
74,-0.4413
75,0.050799999999999734
76,0.5976000000000004
77,0.2214999999999998
78,0.6097000000000001
79,-0.5779000000000001
80,-0.16710000000000003
81,0.05750000000000011
82,-0.5325000000000002
83,-0.7797000000000001
84,0.7774000000000001
85,0.6821000000000002
86,0.21099999999999985
87,0.018899999999999917
88,-0.025599999999999845
89,-0.0855999999999999
90,0.06119999999999992
91,0.5737000000000001
92,-0.37980000000000036
