id,Diff
1,-2.3769000000000062
2,5.547600000000017
3,6.944099999999992
4,-13.070799999999991
5,1.1957999999999913
6,18.358499999999992
7,12.626400000000018
8,14.508600000000001
9,-1.3117000000000019
10,0.2634999999999934
11,11.455299999999994
12,20.782999999999987
13,29.44150000000002
14,7.9302000000000135
15,-1.3993000000000393
16,2.4139000000000124
17,-6.105099999999993
18,10.408299999999997
19,-4.6667999999999665
20,-16.916600000000017
21,-21.37470000000002
22,8.036600000000021
23,-0.8905000000000314
24,4.9646999999999935
25,12.180800000000033
26,-0.7551000000000272
27,2.359200000000044
28,-8.334699999999998
29,20.191899999999976
30,-4.709699999999998
31,-0.6050999999999931
32,1.518700000000024
33,7.385399999999947
34,15.637900000000002
35,3.0043000000000006
36,-13.1918
37,-15.24939999999998
38,-5.9214000000000055
39,-5.379700000000014
40,-0.325999999999965
41,-7.631599999999992
42,0.20949999999999136
43,6.654999999999973
44,0.8856000000000108
45,6.7871000000000095
46,6.615599999999972
47,3.016200000000026
48,-2.464300000000037
49,-3.901299999999992
50,0.4782999999999902
51,-1.1706999999999539
52,-2.9372999999999934
53,-2.092399999999998
54,2.7881999999999607
55,4.1521000000000186
56,-4.901400000000024
57,-5.697899999999947
58,0.9605999999999426
59,-0.5392999999999688
60,1.482500000000016
61,0.9996999999999616
62,0.7112000000000194
63,4.1773000000000025
64,-4.2287000000000035
65,2.4716999999999985
66,-0.5058999999999969
67,-0.34000000000003183
68,3.8728000000000407
69,-3.9499000000000137
70,5.120999999999981
71,4.041800000000023
72,0.5871000000000208
73,2.234199999999987
74,-13.613300000000038
75,-7.289799999999957
76,-3.4248000000000047
77,1.3385999999999854
78,6.298900000000003
79,8.7971
80,11.463599999999985
81,-6.772400000000005
82,2.8500000000000227
83,-4.677000000000021
84,-3.5838999999999714
85,-3.5634000000000015
86,8.328199999999981
87,8.733699999999999
88,5.035599999999988
89,-1.753499999999974
90,-3.54200000000003
91,2.4318000000000097
92,-1.1155999999999722
93,9.189399999999978
94,-7.462800000000016
95,-3.475499999999954
96,-2.16070000000002
97,-7.831700000000012
98,-20.83760000000001
99,-5.6843000000000075
100,-3.445799999999963
101,12.657600000000002
