id,wind_mean
609,2.4931
610,3.2686
611,3.1107
612,3.3707
613,2.7808
614,2.5259
615,1.6297
616,1.5384
617,1.7051
618,2.3561
619,3.0634
620,3.3104
621,3.0264
622,2.1173
623,2.3071
624,2.4324
625,2.6
626,2.8869
627,2.8776
628,1.9384
629,1.1481
630,1.508
631,1.7502
632,1.5494
633,2.2324
634,2.326
635,1.6956
636,1.8575
637,1.7279
638,2.2379
639,2.2428
640,2.3282
641,2.0881
642,2.3906
643,2.9781
644,3.0184
645,3.1014
646,3.3312
647,4.4032
648,3.7331
649,2.7187
650,2.6498
651,3.4047
652,3.85
653,4.3647
654,4.0219
655,4.1974
656,4.3497
657,4.7009
658,4.6576
659,3.6937
660,3.2871
661,3.4274
662,2.4425
663,2.2068
664,2.5695
665,3.2962
666,3.3978
667,3.8032
668,3.013
669,3.4451
670,4.0569
671,4.8371
672,7.071000000000001
673,7.1629
674,5.9837
675,4.7186
676,5.6934
677,7.342
678,7.3545
679,8.1074
680,7.6867
681,7.2959
682,8.1685
683,7.7554
684,7.7742
685,7.5606
686,6.7297
687,7.3249
688,7.9391
689,6.485
690,6.3667
691,6.8056
692,8.5422
693,6.5485
694,6.0471
695,7.518
696,6.1562
697,7.0322
698,7.5852
699,6.7358
700,6.9293
701,7.2431
702,7.1963
703,7.5244
704,8.3378
705,7.0
706,6.662999999999999
707,7.3213
708,7.6666
709,7.2344
710,7.109
711,6.7739
712,7.0066
713,7.9752
714,6.3362
715,7.2787
716,7.3411
717,5.8143
718,5.0317
719,6.5016
720,6.3062
721,5.2844
722,5.7897
723,5.1831
724,5.0758
725,4.2057
726,3.7683
727,3.1522
728,3.7692
729,2.6893
730,2.2515
731,1.9561
732,1.2577
733,1.8239
734,2.2923
735,2.2579
736,3.8389
737,3.979
738,3.5046
739,3.6437
740,2.6074
741,2.5569
742,2.739
743,2.5746
744,3.0016
745,3.0226
746,2.6676
747,3.6616
748,4.1762
749,4.6205
750,4.0133
751,3.4715
752,2.9216
753,2.1079
754,2.4944
755,2.498
756,2.7827
757,2.8152
758,2.6496
759,2.6464
760,2.0888
761,2.1349
762,2.5459
763,2.9795
764,2.6288
765,2.5961
766,2.4793
767,2.7476
768,2.6584
769,2.7199
770,2.642
771,2.5658
772,2.952
773,2.8683
774,1.3406
775,1.3903
776,2.3371
777,3.0468
778,3.8721
779,3.4289
780,3.3492
781,3.5971
782,3.4052
783,3.4147
784,2.787
785,2.7443
786,3.127
787,3.0061
788,3.3586
789,2.886
790,2.2076
791,2.0079
792,2.106
793,2.9061
794,3.6576
795,3.7687
796,3.8615
797,3.4198
798,4.1152
799,4.1846
800,4.6519
801,4.5774
802,3.2463
803,3.5374
804,3.6488
805,2.8537
806,2.8801
807,2.3935
808,2.7835
809,2.3467
810,2.6696
811,3.4945
812,3.3177
813,3.5781
814,4.6459
815,4.845
816,5.4041
817,4.3864
818,4.1454
819,4.0681
820,3.1631
821,4.1776
822,3.9769
823,3.5123
824,3.1867
825,4.0449
826,4.1233
827,5.4635
828,6.5801
829,5.5205
830,5.2148
831,5.5402
832,6.0772
833,5.8938
834,6.6747
835,6.5848
836,6.0054
837,4.8791
838,4.2159
839,2.7143
840,2.5895
841,2.9456
842,3.8132
843,4.0663
844,5.2532
845,6.1732
846,6.0884
847,6.8595
848,6.8929
849,6.8916
850,7.3326
851,6.1749
852,7.1886
853,6.9629
854,6.4881
855,6.6483
856,6.2861
857,6.1197
858,6.9702
859,5.9394
860,5.3929
861,5.4781
862,7.1045
863,6.1499
864,6.4626
865,6.2943
866,5.3247
867,4.9307
868,4.8988
869,4.3081
870,3.7065
871,3.918
872,3.2454
873,3.2219
874,2.625
875,1.6583
876,0.9638
877,0.7426
878,0.8756
879,1.2933
880,1.4528
881,1.6779
882,1.3875
883,1.6869
884,2.546
885,2.82
886,2.6393
887,2.2035
888,2.2626
889,2.4931
890,2.7594
891,3.2382
892,3.2685
893,2.4862
894,1.8983
895,1.376
896,1.3931
897,1.6491
898,1.392
899,1.5238
900,2.0093
901,2.4109
902,2.6567
903,3.0411
904,2.6719
905,2.0387
906,2.3872
907,1.8732
908,1.7887
909,1.767
910,1.9765
911,1.9621
912,1.6569
913,0.9356
914,0.7391
915,0.7668
916,0.5816
917,0.3922
918,1.096
919,1.0367
920,0.9419
921,1.6046
922,2.7257
923,3.5241
924,3.2892
925,2.2082
926,2.0107
927,1.6544
928,1.9565
929,2.2559
930,3.6642
931,3.8645
932,3.7662
933,3.0831
934,3.3057
935,4.2883
936,4.0812
937,3.4849
938,2.7397
939,2.5374
940,2.1656
941,2.7026
942,2.4477
943,2.3772
944,2.6017
945,2.5316
946,2.9251
947,3.2042
948,3.0137
949,1.8991
950,1.7803
951,1.9257
952,2.5626
953,2.99
954,2.339
955,1.9582
956,1.2767
957,1.26
958,0.7875
959,1.3082
960,1.3048
961,1.7622
962,1.853
963,2.2898
964,2.8422
965,2.8907
966,3.5808
967,3.7468
968,4.1713
969,3.49
970,2.7805
971,4.8708
972,5.0608
973,4.5084
974,7.093
975,5.2427
976,5.5364
977,5.8174
978,5.6635
979,5.9904
980,6.7577
981,6.7215
982,5.981
983,5.6183
984,6.1253
985,6.0783
986,6.3837
987,7.7376
988,6.3563
989,6.1503
990,5.885
991,6.5501
992,5.9276
993,6.2092
994,6.6256
995,6.4608
996,5.4942
997,5.3942
998,5.9834
999,4.8185
1000,5.6276
1001,5.6886
1002,6.0284
1003,5.5149
1004,4.8486
1005,5.2582
1006,4.68
1007,4.0901
1008,2.823
1009,2.9228
1010,2.3063
1011,2.7389
1012,2.459
1013,2.7578
1014,3.3939
1015,4.5759
1016,5.6696
1017,5.295
1018,3.7742
1019,4.0449
1020,3.4418
1021,2.6665
1022,4.5312
1023,2.679
1024,1.495
1025,1.352
1026,2.3949
1027,1.7702
1028,1.1014
1029,1.2774
1030,1.4088
1031,1.6721
1032,1.5135
1033,1.6318
1034,1.4679
1035,0.8673
1036,1.2383
1037,1.2743
1038,1.2879
1039,2.2964
1040,2.7633
1041,2.559
1042,1.9504
1043,2.1426
1044,1.4269999999999998
1045,2.2087
1046,2.4738
1047,2.5997
1048,3.6933
1049,4.4603
1050,4.2506
1051,3.2721
1052,3.1392
1053,2.994
1054,2.0374
1055,1.6894
1056,1.3684
1057,2.3432
1058,2.6838
1059,3.5173
1060,3.5828
1061,3.7248
1062,2.9775
1063,2.9596
1064,3.2846
1065,3.0196
1066,3.1379
1067,3.0902
1068,3.1024
1069,3.4292
1070,3.7726
1071,3.4336
1072,3.1501
1073,3.1819
1074,2.7253
1075,2.6875
1076,2.849
1077,2.9266
1078,3.5751
1079,4.0964
1080,3.7536
1081,2.8292
1082,2.0317
1083,1.4593
1084,1.1896
1085,1.3003
1086,1.4903
1087,1.5962
1088,1.8517
1089,2.6458
1090,2.7854
1091,2.0796
1092,2.5238
1093,2.5947
1094,2.508
1095,2.4413
1096,2.3143
1097,1.7395
1098,2.6206
1099,3.5714
1100,3.7004
1101,2.8104
1102,2.7005
1103,2.3391
1104,2.31
1105,2.9688
1106,3.3606
1107,3.1008
1108,2.491
1109,2.3415
1110,3.4337
1111,3.5367
1112,3.8768
1113,3.4421
1114,3.0188
1115,2.4363
1116,1.89
1117,1.9324
1118,1.7819999999999998
1119,1.5775
1120,1.4631
1121,1.5019999999999998
1122,1.217
1123,1.4058
1124,1.3159999999999998
1125,1.6522
1126,1.6066
1127,2.9501
1128,1.709
1129,1.6825
1130,2.6056
1131,2.9455
1132,1.4419
1133,2.0674
1134,1.5898
1135,1.7924
1136,1.2183
1137,1.462
1138,1.5932
1139,1.8923
1140,1.5824
1141,1.9945
1142,2.4102
1143,2.3379
1144,2.3488
1145,2.7188
1146,3.394
1147,4.6489
1148,5.1829
1149,4.9111
1150,4.7164
1151,3.8252
1152,4.488
1153,4.7944
1154,4.1928
1155,3.3862
1156,3.2276
1157,3.5792
1158,3.392
1159,3.2263
1160,2.9376
1161,2.8023
1162,1.8661
1163,2.1104
1164,2.5025
1165,2.8757
1166,3.0358
1167,3.111
1168,2.8527
1169,2.9998
1170,3.3107
1171,3.377
1172,3.1985
1173,3.0064
1174,2.6919
1175,2.7692
1176,2.0038
1177,1.5046
1178,1.2263
1179,1.3603
1180,0.6561
1181,0.5696
1182,1.3359
1183,1.7162
1184,2.5246
1185,3.0411
1186,1.6301
1187,2.016
1188,1.2461
1189,1.8161
1190,1.7267
1191,1.0972
1192,1.3033
1193,1.6361
1194,1.6787
1195,1.6535
1196,1.24
1197,1.2698
1198,1.5894
1199,1.6323
1200,1.4306
1201,1.5835
1202,1.8095
1203,2.2906
1204,2.9634
1205,3.5308
1206,3.2568
1207,2.891
1208,2.9155
1209,3.4319
1210,3.3027
1211,2.3022
1212,1.8271
1213,1.4293
1214,1.2016
1215,1.2918
1216,1.364
1217,1.7087
1218,2.4581
1219,3.0039
1220,2.8715
1221,2.3811
1222,1.3435
1223,1.6263
1224,1.9337
1225,2.0397
1226,1.7685
1227,1.7163
1228,2.014
1229,2.218
1230,2.9431
1231,2.6701
1232,2.5002
1233,2.3123
1234,1.6823
1235,1.5918
1236,2.1066
1237,2.3485
1238,2.5292
1239,2.274
1240,2.4903
1241,2.2664
1242,2.3761
1243,1.9545
1244,1.262
1245,1.3159
1246,1.5636
1247,1.3411
1248,1.0278
1249,1.67
1250,1.2538
1251,1.5457
1252,1.0063
1253,1.414
1254,1.6637
1255,1.5694
1256,2.6367
1257,2.823
1258,1.8251
1259,2.0139
1260,2.6601
1261,1.5289
1262,1.2417
1263,1.8899
1264,1.5041
1265,2.4918
1266,3.3919
1267,2.6746
1268,2.9623
1269,2.9186
1270,3.7527
1271,2.9135
1272,3.6449
1273,4.7159
1274,3.8978
1275,4.2237
1276,4.2327
1277,4.2324
1278,4.1263
1279,4.8904
1280,4.5971
1281,5.6836
1282,5.6531
1283,5.1615
1284,5.2268
1285,5.2429
1286,5.1534
1287,4.4201
1288,5.0943
1289,4.39
1290,3.2785
1291,2.3429
1292,1.8861
1293,2.2358
1294,2.2644
1295,1.888
1296,2.0251
1297,3.4635
1298,1.6255
1299,2.0129
1300,1.7997
1301,1.9352
1302,1.2056
1303,1.0957
1304,1.4612
1305,2.9705
1306,3.2182
1307,3.0966
1308,2.7481
1309,2.6718
1310,2.6034
1311,2.0941
1312,2.8671
1313,2.8482
1314,2.6574
1315,1.8635
1316,1.4853
1317,0.9299
1318,0.6940000000000001
1319,1.2147
1320,1.9267
1321,2.1034
1322,3.0044
1323,3.0545
1324,3.209
1325,3.3733
1326,3.1297
1327,3.1113
1328,2.8476
1329,2.4904
1330,2.5014
1331,2.0534
1332,1.3630000000000002
1333,1.5366
1334,2.0471
1335,2.3288
1336,2.6339
1337,2.7407
1338,3.1199
1339,3.2233
1340,3.1138
1341,2.4714
1342,2.8395
1343,3.063
1344,2.8578
1345,2.7282
1346,2.7742
1347,2.5642
1348,2.2295
1349,2.4561
1350,2.7791
1351,3.4602
1352,3.1424
1353,2.6188
1354,1.919
1355,2.0487
1356,2.0286
1357,1.7719999999999998
1358,1.3947
1359,1.0987
1360,0.908
1361,1.0394
1362,1.1257
1363,1.6923
1364,2.0852
1365,2.6979
1366,3.0003
1367,2.8567
1368,2.8015
1369,2.4123
1370,2.3157
1371,2.4222
1372,2.5252
1373,2.6910000000000003
1374,2.4159
1375,2.5242
1376,2.7864
1377,2.9675
1378,2.9597
1379,2.555
1380,2.1245
1381,1.9055
1382,2.0258
1383,1.8573
1384,1.8648
1385,2.5767
1386,2.1031
1387,2.8680000000000003
1388,2.3978
1389,2.041
1390,2.3492
1391,1.8247
1392,2.3025
1393,2.8603
1394,2.4386
1395,2.8229
1396,2.1145
1397,2.6274
1398,2.775
1399,2.3778
1400,2.1294
1401,2.7303
1402,2.1365
1403,2.2659
1404,2.2391
1405,3.099
1406,2.3056
1407,2.7877
1408,3.0902
1409,2.3387
1410,1.1831
1411,3.0601
1412,3.3215
1413,2.591
1414,4.4465
1415,5.0745
1416,5.0627
1417,5.57
1418,6.2827
1419,5.6589
1420,5.3507
1421,5.9837
1422,6.5112
1423,6.0089
1424,6.125
1425,6.8764
1426,6.4896
1427,5.2775
1428,5.8948
1429,5.2431
1430,5.1151
1431,4.7951
1432,4.7019
1433,3.3488
1434,4.7208
1435,4.8739
1436,3.6917
1437,4.7553
1438,4.0377
1439,4.6854
1440,4.1984
1441,4.0687
1442,4.1524
1443,4.4616
1444,3.8053
1445,2.8024
1446,3.5365
1447,3.8679
1448,2.4393
1449,2.551
1450,1.9375
1451,2.4296
1452,4.0833
1453,3.0462
1454,0.7492
1455,2.9773
1456,2.9006
1457,2.9345
1458,3.8688
1459,4.2021
1460,4.0671
1461,4.3092
1462,4.0972
1463,3.805
1464,4.5755
1465,5.3138
1466,4.5356
1467,3.2871
1468,2.7143
1469,1.6882
1470,2.5553
1471,2.9322
1472,3.925
1473,3.4712
1474,2.4932
1475,2.5348
1476,2.9535
1477,3.5002
1478,4.0074
1479,3.8668
1480,3.3932
1481,2.977
1482,1.638
1483,1.5192
1484,2.393
1485,2.1981
1486,2.0385
1487,2.5035
1488,1.4240000000000002
1489,1.3373
1490,0.5415
1491,1.5174
1492,2.6574
1493,2.7351
1494,3.3377
1495,3.0562
1496,3.2149
1497,2.6417
1498,2.5422
1499,2.5606
1500,2.3808
1501,2.5389
1502,2.3005
1503,3.0012
1504,3.3322
1505,3.3782
1506,3.4719
1507,3.5201
1508,2.9552
1509,2.5833
1510,3.3114
1511,3.2503
1512,3.0011
1513,3.2369
1514,2.6460000000000004
1515,2.9332
1516,3.5437
1517,3.6476
1518,3.2476
1519,2.5553
1520,2.2082
1521,2.1038
1522,2.0566
1523,1.9482
1524,2.6124
1525,2.8225
1526,3.1344
1527,2.7973
1528,2.6048
1529,2.3113
1530,1.8847
1531,2.2365
1532,2.422
1533,2.7504
1534,2.6762
1535,2.2586
1536,1.8278
1537,1.5662
1538,1.8651
1539,1.8248
1540,2.3751
1541,2.2587
1542,1.8174
1543,1.5235
1544,1.2471
1545,1.4636
1546,1.219
1547,1.8573
1548,1.3008
1549,1.1979
1550,1.3179
1551,1.5285
1552,2.7872
1553,2.5711
1554,2.599
1555,3.5064
1556,4.9922
1557,5.0736
1558,4.5879
1559,4.3118
1560,4.0291
1561,4.0229
1562,3.8257
1563,3.6967
1564,3.1517
1565,2.9594
1566,4.2933
1567,4.3788
1568,5.518
1569,5.9957
1570,5.6447
1571,5.6111
1572,5.8071
1573,5.4157
1574,5.7504
1575,4.3981
1576,4.9075
1577,4.4252
1578,4.0388
1579,4.5868
1580,5.2221
1581,4.2136
1582,4.2652
1583,4.6384
1584,4.2732
1585,4.0048
1586,3.4517
1587,3.0926
1588,3.1388
1589,3.1373
1590,2.7424
1591,2.4814
1592,2.3251
1593,1.5869
1594,1.3322
1595,1.1778
1596,1.2608
1597,1.6658
1598,1.8089
1599,1.8041
1600,0.4074
1601,0.1309
1602,0.2318
1603,1.0212
1604,0.7645
1605,0.4928
1606,0.9603
1607,0.3045
1608,0.5075
1609,0.8395
1610,1.3727
1611,1.6927
1612,1.5797
1613,1.8985
1614,2.3413
1615,2.2181
1616,1.7317
1617,2.1508
1618,2.8328
1619,2.5674
1620,2.0412
1621,1.5361
1622,2.1001
1623,2.2058
1624,1.8479
1625,1.4592
1626,1.2547
1627,1.3189
1628,0.3929
1629,0.737
1630,1.1244
1631,1.1765
1632,2.1618
1633,1.5519
1634,1.714
1635,1.5519999999999998
1636,1.6894
1637,1.075
1638,1.1399
1639,1.0515
1640,2.0182
1641,1.8004
1642,1.5138
1643,1.8384
1644,2.0939
1645,2.1205
1646,2.3280000000000003
1647,1.6089
1648,1.5479
1649,0.7985
1650,0.579
1651,0.4947
1652,1.4577
1653,2.0486
1654,2.7968
1655,3.4526
1656,3.0412
1657,2.914
1658,3.3014
1659,3.1883
1660,3.2128
1661,2.9703
1662,2.9185
1663,2.7731
1664,2.5828
1665,2.6863
1666,3.2788
1667,2.3536
1668,2.4457
1669,2.0412
1670,1.9999
1671,2.3287
1672,2.9536
1673,2.8901
1674,3.0342
1675,2.8948
1676,2.4975
1677,2.3044
1678,2.1093
1679,1.9471
1680,1.6047
1681,2.0714
1682,1.696
1683,1.3566
1684,2.2978
1685,1.6444
1686,1.3704
1687,2.0535
1688,1.7924
1689,1.067
1690,1.971
1691,3.6608
1692,3.1295
1693,2.4805
1694,4.1153
1695,3.6308
1696,3.1805
1697,3.8797
1698,4.5898
1699,4.191
1700,3.7857
1701,4.3942
1702,4.9881
1703,5.401
1704,5.8457
1705,5.5237
1706,5.4694
1707,5.3197
1708,6.0324
1709,6.7416
1710,7.0628
1711,6.652
1712,6.245
1713,5.7284
1714,6.7724
1715,6.6642
1716,6.9712
1717,5.8622
1718,5.1676
1719,4.6063
1720,4.9908
1721,3.7497
1722,3.0805
1723,3.5577
1724,5.0661
1725,4.2259
1726,3.9844
1727,3.1712
1728,2.4256
1729,3.4458
1730,3.4564
1731,3.4267
1732,3.1663
1733,3.518
1734,3.4287
1735,3.7602
1736,3.5846
1737,4.2373
1738,3.6159
1739,3.2956
1740,3.4568
1741,3.6319
1742,2.5686
1743,2.2812
1744,2.7332
1745,2.2541
1746,2.0677
1747,2.2376
1748,2.5057
1749,2.0606
1750,1.8504
1751,2.1436
1752,2.5915
1753,2.5463
1754,2.7952
1755,2.8858
1756,2.7501
1757,2.6633
1758,2.478
1759,2.7638
1760,3.108
1761,3.2698
1762,3.1824
1763,2.9516
1764,2.5706
1765,2.205
1766,2.9827
1767,3.4877
1768,3.3211
1769,2.8307
1770,2.7735
1771,2.1382
1772,2.2498
1773,2.5756
1774,2.543
1775,2.7463
1776,3.0463
1777,2.7792
1778,2.8481
1779,2.5817
1780,2.1937
1781,2.0961
1782,2.1967
1783,2.1081
1784,2.5219
1785,2.5593
1786,2.4072
1787,2.6785
1788,2.8654
1789,2.9158
1790,2.7026
1791,2.4161
1792,2.7477
1793,2.5402
1794,2.2879
1795,2.6145
1796,2.1495
1797,2.193
1798,1.9032
1799,2.7227
1800,2.5278
1801,2.1331
1802,1.9069
1803,1.4106
1804,1.9979
1805,1.9883
1806,2.6953
1807,2.2295
1808,2.2907
1809,2.2359
1810,2.3013
1811,2.1994
1812,1.7884
1813,2.0616
1814,2.1645
1815,2.5669
1816,2.579
1817,1.7378
1818,1.9285
1819,1.9186
1820,1.4743
1821,2.1415
1822,2.0977
1823,1.7226
1824,1.8372
1825,1.4635
1826,1.7532
1827,0.8634
1828,1.068
1829,0.8812
1830,0.6351
1831,1.4656
1832,1.2232
1833,2.3771
1834,2.1523
1835,1.5831
1836,2.0675
1837,1.6277
1838,1.5977
1839,2.0518
1840,1.7339
1841,2.7902
1842,3.0953
1843,3.732
1844,4.8701
1845,5.0413
1846,3.8701
1847,4.1214
1848,4.9981
1849,4.7209
1850,4.8269
1851,4.7378
1852,4.9077
1853,5.2641
1854,5.4604
1855,5.3223
1856,4.8155
1857,4.3422
1858,5.1062
1859,5.4748
1860,5.759
1861,5.6691
1862,5.3702
1863,5.1461
1864,4.4698
1865,3.9995
1866,4.8580000000000005
1867,2.3165
1868,8.5022
1869,9.8858
1870,11.3784
1871,5.7199
1872,4.362
1873,4.8535
1874,3.4949
1875,4.5315
1876,3.3208
1877,3.077
1878,1.2591
1879,2.8259
1880,3.1724
1881,3.1374
