id,wind_mean
8553,3.5766
8554,3.3044
8555,3.2203
8556,3.2048
8557,3.1767
8558,3.1673
8559,3.4441
8560,2.8301
8561,2.6288
8562,2.4572
8563,2.6909
8564,2.4127
8565,2.6247
8566,2.1213
8567,2.7192
8568,3.2669
8569,3.1207
8570,3.0137
8571,2.5979
8572,2.574
8573,2.5023
8574,2.2129
8575,2.6209
8576,2.3428
8577,2.162
8578,2.4983
8579,2.0256
8580,1.9114
8581,1.9019
8582,1.9301
8583,2.2408
8584,2.1281
8585,2.3328
8586,2.5863
8587,2.3946
8588,1.9338
8589,2.0224
8590,1.9105
8591,2.3454
8592,2.3544
8593,2.0925
8594,2.3865
8595,1.1263
8596,1.4637
8597,1.4512
8598,1.5492
8599,1.0863
8600,1.381
8601,0.7637
8602,1.5795
8603,1.5364
8604,1.4045
8605,2.0703
8606,1.8281
8607,1.9161
8608,1.6709
8609,1.8142
8610,1.4432
8611,1.4077
8612,1.6961
8613,2.2308
8614,1.912
8615,2.4083
8616,4.3045
8617,4.7362
8618,4.6316
8619,4.7366
8620,4.4369
8621,5.4633
8622,5.6482
8623,6.2781
8624,6.1679
8625,6.299
8626,6.6057
8627,6.0272
8628,6.4422
8629,6.9094
8630,6.1899
8631,5.559
8632,5.9609
8633,4.9642
8634,5.2156
8635,5.2707
8636,5.0443
8637,5.162999999999999
8638,5.2252
8639,5.5717
8640,4.9387
8641,4.2955
8642,4.0334
8643,4.0608
8644,3.7636
8645,3.9169
8646,3.686
8647,3.2623
8648,2.8498
8649,3.0462
8650,3.0191
8651,3.0406
8652,2.5493
8653,2.4259
8654,3.01
8655,2.8874
8656,2.438
8657,2.3556
8658,2.1845
8659,2.2917
8660,1.5672
8661,3.1357
8662,3.3542
8663,3.3747
8664,2.6587
8665,2.8094
8666,2.2556
8667,2.2228
8668,2.906
8669,2.9444
8670,3.3136
8671,3.2892
8672,3.7663
8673,3.4996
8674,3.8608
8675,4.1839
8676,4.3612
8677,3.9242
8678,3.0589
8679,2.5255
8680,2.0081
8681,2.0555
8682,2.0742
8683,1.7903
8684,1.5341
8685,1.2186
8686,1.2413
8687,0.9567
8688,1.1172
8689,0.8558
8690,0.4334
8691,0.3591
8692,1.2368
8693,1.3613
8694,0.9936
8695,0.5974
8696,0.479
8697,1.3013
8698,1.905
8699,2.0868
8700,1.6646
8701,1.7772
8702,1.7454
8703,2.1315
8704,2.6486
8705,2.311
8706,2.0853
8707,2.9496
8708,2.0648
8709,1.8287
8710,1.8081
8711,2.8107
8712,3.1543
8713,2.4728
8714,2.8080000000000003
8715,1.3552
8716,1.8182
8717,1.588
8718,1.088
8719,1.3187
8720,1.0248
8721,0.6946
8722,1.1158
8723,0.815
8724,1.3676
8725,2.0964
8726,3.6476
8727,3.4886
8728,2.303
8729,2.8827
8730,3.3869
8731,2.9028
8732,3.5379
8733,3.4105
8734,3.494
8735,3.3681
8736,4.492
8737,4.2869
8738,3.2413
8739,4.2806
8740,3.548
8741,3.6727
8742,3.2709
8743,4.1347
8744,4.6021
8745,3.7067
8746,3.4484
8747,2.4668
8748,3.374
8749,3.8777
8750,3.3109
8751,3.9547
8752,3.7096
8753,4.2872
8754,4.8529
8755,4.8201
8756,6.4321
8757,5.9835
8758,4.5228
8759,6.4357
8760,5.356
8761,5.876
8762,6.9166
8763,7.347
8764,7.9955
8765,6.9388
8766,6.5959
8767,6.5319
8768,7.3169
8769,7.1482
8770,7.2771
8771,6.4221
8772,8.1206
8773,7.1176
8774,6.7786
8775,7.394
8776,7.7179
8777,7.8702
8778,7.0897
8779,6.937
8780,6.2163
8781,6.4375
8782,6.238
8783,7.5385
8784,6.1474
8785,5.4871
8786,5.5152
8787,6.1321
8788,5.4433
8789,5.648
8790,5.9502
8791,5.5409
8792,5.8018
8793,5.5426
8794,5.5416
8795,4.9276
8796,5.4062
8797,5.6532
8798,4.8031
8799,4.3301
8800,4.3303
8801,4.9544
8802,5.359
8803,3.683
8804,5.4898
8805,7.7058
8806,5.6879
8807,5.5465
8808,4.1787
8809,3.5538
8810,3.8631
8811,3.9509
8812,3.8785
8813,4.0409
8814,3.9069
8815,4.1601
8816,4.0702
8817,3.7483
8818,4.3964
8819,4.3734
8820,4.6213
8821,3.6655
8822,4.611000000000001
8823,4.3958
8824,3.434
8825,3.1646
8826,3.1607
8827,3.227
8828,3.2006
8829,3.3746
8830,3.7997
8831,4.2115
8832,4.051
8833,3.1896
8834,3.4621
8835,3.7366
8836,3.5386
8837,4.0492
8838,4.5776
8839,4.1732
8840,3.8625
8841,4.7769
8842,4.5561
8843,4.2922
8844,3.9617
8845,2.8905
8846,2.8083
8847,3.1086
8848,2.9208
8849,2.649
8850,2.7945
8851,2.881
8852,3.263
8853,3.2015
8854,3.0192
8855,2.6473
8856,2.0119
8857,1.8809
8858,2.4906
8859,2.0556
8860,0.9703
8861,0.9176
8862,1.0196
8863,1.0312
8864,0.9064
8865,0.8237
8866,0.4384
8867,0.7482
8868,0.848
8869,0.8828
8870,0.9382
8871,0.7767
8872,0.4721
8873,0.8991
8874,0.4853
8875,1.3733
8876,2.1665
8877,2.5372
8878,4.1419
8879,4.0369
8880,3.662
8881,3.714
8882,3.7768
8883,3.4616
8884,4.1088
8885,4.2845
8886,4.3034
8887,4.2104
8888,4.3522
8889,4.0232
8890,4.5075
8891,3.8063
8892,5.1909
8893,4.8321
8894,4.7996
8895,6.141
8896,5.4435
8897,4.8032
8898,5.8156
8899,5.3905
8900,6.1816
8901,5.47
8902,5.3548
8903,5.2322
8904,5.5066
8905,5.433
8906,5.0937
8907,4.8686
8908,4.6031
8909,4.2621
8910,4.7027
8911,5.4059
8912,6.1865
8913,5.9855
8914,4.8298
8915,5.9431
8916,5.864
8917,5.6655
8918,6.5489
8919,5.9471
8920,5.7129
8921,4.9906
8922,4.5537
8923,3.8411
8924,3.1664
8925,2.2268
8926,2.6492
8927,3.7093
8928,3.266
8929,3.2299
8930,4.226
8931,3.835
8932,3.4335
8933,5.1403
8934,4.5577
8935,3.8267
8936,3.4234
8937,3.4654
8938,3.4718
8939,3.7586
8940,3.6073
8941,3.1247
8942,3.0221
8943,4.0666
8944,3.7532
8945,3.0107
8946,3.3085
8947,3.8463
8948,4.1383
8949,3.7137
8950,2.4302
8951,2.6082
8952,2.381
8953,2.5877
8954,2.5903
8955,2.4136
8956,2.4874
8957,2.3254
8958,2.4767
8959,2.8655
8960,2.81
8961,3.2297
8962,3.6874
8963,3.4842
8964,3.2311
8965,3.1451
8966,2.7763
8967,2.9063
8968,2.9442
8969,2.7189
8970,2.9023
8971,3.6974
8972,4.2486
8973,3.8749
8974,3.5604
8975,3.9738
8976,3.506
8977,3.5306
8978,2.518
8979,2.8589
8980,2.403
8981,1.7897
8982,2.0773
8983,1.9124
8984,2.1219
8985,2.1507
8986,2.2899
8987,2.412
8988,2.5195
8989,2.7168
8990,2.1641
8991,1.5876
8992,1.659
8993,1.8976
8994,2.8972
8995,2.6186
8996,2.1588
8997,2.5911
8998,2.2713
8999,1.8509
9000,1.4191
9001,1.8515
9002,2.4291
9003,3.1412
9004,3.7176
9005,3.2149
9006,2.2132
9007,2.1784
9008,1.7151
9009,1.7827
9010,1.1517
9011,0.816
9012,0.5903
9013,1.4674
9014,2.2204
9015,2.4991
9016,1.4002
9017,1.8936
9018,2.5785
9019,2.9127
9020,2.5905
9021,3.2325
9022,3.387
9023,3.0214
9024,4.3104
9025,3.8244
9026,4.6285
9027,4.2055
9028,4.9976
9029,4.6153
9030,4.4319
9031,3.7759
9032,4.0019
9033,4.0737
9034,5.2415
9035,4.5946
9036,4.966
9037,5.3244
9038,4.9458
9039,5.5784
9040,4.7229
9041,6.5447
9042,5.9887
9043,7.7372
9044,7.6409
9045,8.7923
9046,7.8975
9047,7.1001
9048,8.0828
9049,7.3296
9050,6.7067
9051,6.2813
9052,7.4761
9053,7.4838
9054,7.9571
9055,7.8376
9056,8.0411
9057,6.9343
9058,8.1996
9059,7.2792
9060,4.6384
9061,4.9973
9062,5.3682
9063,5.6516
9064,5.4677
9065,5.7466
9066,5.5944
9067,5.5325
9068,4.7272
9069,5.022
9070,5.1845
9071,4.2711
9072,4.037
9073,3.7064
9074,3.8443
9075,3.8675
9076,4.4813
9077,3.8998
9078,3.6318
9079,3.9707
9080,4.2964
9081,3.7266
9082,3.8895
9083,3.9193
9084,3.5886
9085,3.5312
9086,3.2347
9087,3.1063
9088,3.2894
9089,2.5055
9090,2.4888
9091,2.94
9092,3.4121
9093,3.5873
9094,3.3524
9095,3.1133
9096,3.2762
9097,2.6241
9098,2.6182
9099,2.6044
9100,2.8641
9101,2.5395
9102,2.1675
9103,2.3658
9104,2.2742
9105,2.4093
9106,2.4658
9107,2.9919
9108,3.0536
9109,2.9435
9110,2.6672
9111,2.3534
9112,2.4827
9113,2.4864
9114,1.1427
9115,1.0116
9116,1.4735
9117,1.8076
9118,2.9258
9119,2.9454
9120,2.579
9121,3.6276
9122,2.8747
9123,2.6685
9124,2.424
9125,2.2971
9126,2.4531
9127,2.9179
9128,3.1788
9129,2.8587
9130,2.8369
9131,2.9761
9132,2.4467
9133,2.3427
9134,2.399
9135,2.2592
9136,2.4855
9137,2.5142
9138,2.6345
9139,2.2084
9140,2.2903
9141,2.4924
9142,2.5501
9143,2.4736
9144,2.5689
9145,2.6879
9146,2.4035
9147,2.4465
9148,2.2436
9149,2.1507
9150,1.892
9151,1.8766
9152,1.7611
9153,1.5983
9154,1.7719999999999998
9155,1.511
9156,1.7559
9157,1.6521
9158,1.3653
9159,1.1505
9160,1.2913
9161,1.1833
9162,1.2096
9163,1.5241
9164,2.3616
9165,3.7158
9166,4.8037
9167,4.3136
9168,5.9986
9169,5.7498
9170,5.5755
9171,5.995
9172,4.7006
9173,5.9798
9174,4.4061
9175,5.9973
9176,5.5232
9177,4.4289
9178,6.0991
9179,5.2041
9180,6.4314
9181,6.4739
9182,6.2553
9183,6.5177
9184,6.3675
9185,6.3809
9186,5.2672
9187,6.0755
9188,6.1370000000000005
9189,6.4777
9190,5.7865
9191,5.2453
9192,6.5409
9193,6.2476
9194,6.2671
9195,6.4631
9196,6.9
9197,6.9688
9198,6.2551
9199,5.7822
9200,6.8475
9201,7.4234
9202,7.5094
9203,7.0614
9204,6.1896
9205,6.9193
9206,6.4799
9207,5.975
9208,6.3659
9209,6.4476
9210,6.6019
9211,6.4481
9212,5.3253
9213,4.7013
9214,6.9270000000000005
9215,6.4214
9216,5.8961
9217,4.6676
9218,5.0477
9219,4.9223
9220,4.271
9221,4.1264
9222,4.276
9223,3.9951
9224,3.5654
9225,3.3531
9226,3.3926
9227,2.7728
9228,2.6712
9229,3.5066
9230,3.7577
9231,3.5035
9232,3.1423
9233,2.8627
9234,2.7828
9235,2.693
9236,2.4869
9237,3.0759
9238,3.3678
9239,3.0692
9240,3.3475
9241,3.4384
9242,3.2396
9243,2.4888
9244,2.8099
9245,2.6045
9246,2.1914
9247,2.192
9248,2.5459
9249,2.6841
9250,2.8163
9251,2.6281
9252,2.6372
9253,2.3653
9254,2.0923
9255,2.2728
9256,2.4884
9257,2.6739
9258,2.5403
9259,2.4052
9260,3.2206
9261,4.321000000000001
9262,5.5568
9263,5.76
9264,5.2293
9265,5.8654
9266,6.13
9267,4.3434
9268,3.2356
9269,3.9789
9270,4.1124
9271,2.8159
9272,2.2826
9273,1.4287
9274,1.35
9275,2.397
9276,3.4131
9277,3.9863
9278,3.3474
9279,2.5266
9280,2.5456
9281,2.6596
9282,3.3916
9283,3.7393
9284,4.3704
9285,4.0408
9286,2.8874
9287,2.6465
9288,2.1661
9289,2.5591
9290,1.8205
9291,1.1907
9292,0.8581
9293,1.7296
9294,1.0707
9295,1.5042
9296,1.2734
9297,1.7886
9298,1.4191
9299,0.7081
9300,0.2617
9301,0.7288
9302,0.8972
9303,1.2367
9304,1.5523
9305,2.2025
9306,3.4330000000000003
9307,5.0927
9308,5.7807
9309,5.582999999999999
9310,5.556
9311,5.1295
9312,5.0704
9313,6.7738
9314,6.2791
9315,5.8849
9316,6.2555
9317,6.1123
9318,5.9761
9319,5.8414
9320,5.9846
9321,5.8095
9322,5.3691
9323,5.5669
9324,5.1387
9325,6.8371
9326,6.0814
9327,5.7094
9328,5.593999999999999
9329,6.8825
9330,7.4417
9331,7.575
9332,6.5618
9333,7.1401
9334,6.672999999999999
9335,7.2855
9336,7.4419
9337,7.5245
9338,6.8337
9339,6.4318
9340,7.9261
9341,8.3318
9342,7.9
9343,7.8386
9344,7.0813
9345,6.0866
9346,7.8077
9347,7.7169
9348,7.4974
9349,8.1363
9350,7.4245
9351,6.7481
9352,7.9585
9353,8.0211
9354,8.2429
9355,7.6889
9356,7.7618
9357,6.0102
9358,6.6799
9359,5.6987
9360,5.681
9361,5.1955
9362,4.9381
9363,4.8124
9364,5.4214
9365,5.0909
9366,4.2658
9367,4.0661
9368,3.9669
9369,3.8403
9370,2.997
9371,3.415
9372,3.7341
9373,3.8632
9374,3.5584
9375,3.7446
9376,3.6161
9377,5.0033
9378,4.6439
9379,3.7676
9380,3.0365
9381,3.3844
9382,3.7047
9383,4.6459
9384,4.0877
9385,4.2314
9386,3.0665
9387,2.9554
9388,3.2384
9389,3.8339
9390,3.7833
9391,2.6599
9392,2.7788
9393,2.4508
9394,2.2531
9395,1.8524
9396,1.4359
9397,1.6056
9398,0.9559
9399,0.6937
9400,0.966
9401,1.2272
9402,2.0885
9403,2.9261
9404,3.1487
9405,3.5496
9406,2.9745
9407,2.6162
9408,3.5826
9409,2.4373
9410,2.2834
9411,2.8972
9412,3.1832
9413,2.5022
9414,3.3025
9415,3.2101
9416,2.6589
9417,1.9268
9418,1.4422
9419,1.6496
9420,2.1003
9421,2.309
9422,2.7228
9423,2.9008
9424,3.0276
9425,2.0935
9426,2.0004
9427,1.5089
9428,2.2154
9429,3.0401
9430,2.0116
9431,0.7190000000000001
9432,1.2925
9433,1.3437
9434,0.5577
9435,0.3684
9436,0.6763
9437,0.6143
9438,0.4074
9439,0.9633
9440,2.0141
9441,1.6784
9442,0.597
9443,0.4266
9444,1.6738
9445,2.1929
9446,2.2351
9447,2.853
9448,2.1164
9449,2.0001
9450,2.1526
9451,2.8080000000000003
9452,2.6996
9453,3.1724
9454,3.7027
9455,4.636
9456,4.8227
9457,5.7516
9458,4.883
9459,4.6972
9460,4.4162
9461,4.2895
9462,3.8697
9463,4.178
9464,4.5466
9465,5.3223
9466,5.3331
9467,5.3666
9468,4.8433
9469,5.8116
9470,6.0061
9471,5.8331
9472,5.676
9473,5.311
9474,6.626
9475,6.0452
9476,6.6624
9477,6.7415
9478,6.9064
9479,6.8952
9480,6.4756
9481,6.6587
9482,7.232
9483,7.1799
9484,7.2304
9485,7.1801
9486,7.4359
9487,6.4254
9488,7.3708
9489,7.2237
9490,7.6752
9491,7.7087
9492,6.6161
9493,6.1018
9494,5.3216
9495,6.432
9496,5.5553
9497,6.5245
9498,5.7907
9499,5.767
9500,3.9143
9501,6.0458
9502,6.4334
9503,5.0838
9504,4.8702
9505,5.3449
9506,5.1517
9507,4.5211
9508,4.2117
9509,4.9383
9510,4.8359
9511,5.0118
9512,5.7097
9513,4.4961
9514,4.1517
9515,4.617
9516,4.1445
9517,4.1786
9518,3.5856
9519,3.2829
9520,3.0952
9521,3.9239
9522,4.3821
9523,3.9511
9524,3.4827
9525,5.0280000000000005
9526,4.8042
9527,4.5425
9528,4.3155
9529,4.2235
9530,4.9161
9531,5.4113
9532,4.8183
9533,4.8745
9534,3.8802
9535,3.3552
9536,2.4878
9537,2.4908
9538,2.5255
9539,1.8957
9540,2.5012
9541,2.0544
9542,2.4664
9543,3.3307
9544,3.4805
9545,2.9335
9546,3.3419
9547,4.1146
9548,3.5987
9549,3.6779
9550,3.8434
9551,2.7773
9552,2.9928
9553,3.793
9554,3.6814
9555,3.9681
9556,3.6949
9557,3.4272
9558,3.83
9559,4.3927
9560,5.0573
9561,5.4471
9562,4.3089
9563,3.7315
9564,3.5353
9565,2.6748
9566,2.4071
9567,3.1026
9568,3.1265
9569,3.4306
9570,2.8623
9571,2.8705
9572,3.0017
9573,3.2084
9574,3.1701
9575,2.7018
9576,2.2884
9577,1.2641
9578,1.2291
9579,1.279
9580,0.8320000000000001
9581,1.5698
9582,1.6288
9583,2.0582
9584,1.4041
9585,0.9573
9586,0.6065
9587,0.9637
9588,0.7362
9589,0.9409
9590,1.3495
9591,1.4424
9592,1.4079
9593,0.8007
9594,0.8701
9595,2.7053
9596,4.0506
9597,3.9192
9598,3.1853
9599,3.9163
9600,4.8196
9601,4.9161
9602,4.0358
9603,3.7867
9604,2.9013
9605,2.9322
9606,2.5741
9607,4.1072
9608,4.4599
9609,5.0701
9610,5.6459
9611,5.0124
9612,5.5423
9613,5.8921
9614,5.8479
9615,4.7567
9616,4.6481
9617,5.0888
9618,5.412000000000001
9619,5.7584
9620,5.7572
9621,6.8102
9622,6.8301
9623,7.0967
9624,7.5956
9625,6.6184
9626,6.2794
9627,6.4325
9628,6.8252
9629,7.6237
9630,8.2893
9631,7.5291
9632,7.9329
9633,8.571
9634,7.2402
9635,7.3655
9636,7.1261
9637,6.292999999999999
9638,6.5639
9639,6.5286
9640,7.2488
9641,7.3623
9642,5.6701
9643,6.117999999999999
9644,6.6602
9645,6.8331
9646,7.7017
9647,5.8489
9648,5.9997
9649,5.1586
9650,4.3988
9651,4.0353
9652,4.0077
9653,3.7134
9654,4.3944
9655,3.9628
9656,3.9644
9657,4.4282
9658,3.9165
9659,3.9196
9660,3.7388
9661,3.2143
9662,3.9036
9663,3.073
9664,3.6025
9665,3.8001
9666,3.1155
9667,2.531
9668,2.3006
9669,1.8719
9670,1.3908
9671,1.3961
9672,2.0405
9673,3.0578
9674,3.0309
9675,2.8027
9676,3.0782
9677,3.0059
9678,2.7525
9679,2.8798
9680,2.7512
9681,2.4691
9682,2.8078
9683,2.4296
9684,2.7873
9685,3.539
9686,3.4862
9687,3.3375
9688,3.1796
9689,2.1078
9690,2.3174
9691,1.5151
9692,1.0208
9693,1.0077
9694,1.1679
9695,1.4917
9696,1.4607
9697,0.7924
9698,0.7007
9699,0.862
9700,1.1327
9701,1.0014
9702,1.6674
9703,0.9162
9704,0.4011
9705,1.0653
9706,1.1642
9707,0.8516
9708,1.2799
9709,1.0538
9710,1.3665
9711,1.3506
9712,0.9259
9713,0.993
9714,1.1255
9715,1.2572
9716,1.4006
9717,0.7919
9718,0.4085
9719,0.7912
9720,1.339
9721,0.8956
9722,1.2628
9723,1.8567
9724,1.84
9725,2.416
9726,3.1536
9727,3.3312
9728,2.2485
9729,2.127
9730,1.6385
9731,1.3689
9732,0.8296
9733,1.4467
9734,1.3574
9735,1.4508
9736,1.452
9737,1.3159
9738,1.2241
9739,1.5207
9740,1.4823
9741,2.72
9742,4.5208
9743,4.0946
9744,4.5571
9745,3.8573
9746,3.7984
9747,4.6212
9748,4.3989
9749,4.9025
9750,4.8581
9751,4.9839
9752,4.8706
9753,4.3834
9754,4.5396
9755,4.3035
9756,4.9771
9757,4.0875
9758,4.1878
9759,3.1989
9760,3.3223
9761,4.3893
9762,4.8018
9763,6.2293
9764,5.9078
9765,4.9361
9766,4.9662
9767,5.1417
9768,5.0217
9769,5.972
9770,6.6948
9771,6.5775
9772,7.6323
9773,6.7452
9774,7.5414
9775,6.9428
9776,8.0924
9777,8.7273
9778,7.9054
9779,6.7444
9780,7.1511
9781,7.3433
9782,6.1403
9783,7.3593
9784,7.4013
9785,6.1749
9786,6.1177
9787,4.8259
9788,6.4661
9789,5.1837
9790,4.5421
9791,4.3248
9792,4.5567
9793,4.2826
9794,3.209
9795,3.5777
9796,3.6215
9797,3.9996
9798,3.8374
9799,3.8427
9800,3.4954
9801,3.5714
9802,3.1514
9803,2.8389
9804,2.5402
9805,2.7694
9806,3.0128
9807,3.0887
9808,3.4065
9809,3.3237
9810,3.7171
9811,3.9017
9812,3.7633
9813,3.7556
9814,3.6898
9815,4.0079
9816,4.4459
9817,3.9551
9818,3.4992
9819,3.4912
9820,3.799
9821,4.2326
9822,4.2658
9823,3.4921
9824,3.0157
9825,3.472
9826,2.8369
9827,3.1707
9828,2.2275
9829,2.3474
9830,2.521
9831,2.863
9832,2.9266
9833,3.0003
9834,3.2245
9835,3.0089
9836,2.06
9837,2.739
9838,3.7298
9839,3.5915
9840,2.6096
9841,2.5942
9842,3.0304
9843,4.078
9844,4.9669
9845,4.0262
9846,3.4929
9847,3.0281
9848,4.3256
9849,4.1689
9850,3.009
9851,1.3503
9852,0.3462
9853,1.8196
9854,3.0573
9855,1.9636
9856,0.7739
9857,0.9162
9858,1.2574
9859,2.1646
9860,1.0703
9861,0.7089
9862,0.6811
9863,0.6705
9864,0.4183
9865,0.4209
9866,0.4486
9867,0.642
9868,0.943
9869,1.1582
9870,1.4342
9871,2.2632
9872,2.7771
9873,1.9297
9874,1.3567
9875,1.1121
9876,0.8087
9877,1.254
9878,3.0262
9879,3.3014
9880,2.6041
9881,2.5317
9882,2.425
9883,2.7596
9884,3.0501
9885,3.2005
9886,3.1081
9887,3.4711
9888,4.2761
9889,5.0006
9890,5.6931
9891,6.4265
9892,6.5387
9893,5.162000000000001
9894,4.9378
9895,3.8417
9896,5.2288
9897,5.4609
9898,4.8509
9899,5.4915
9900,5.3381
9901,5.4239
9902,4.8218
9903,6.3375
9904,5.9472
9905,6.3904
9906,6.1045
9907,6.4996
9908,6.7329
9909,5.8039
9910,6.7619
9911,6.0973
9912,7.5599
9913,6.2291
9914,6.9319
9915,6.5701
9916,7.5421
9917,7.2758
9918,6.9655
9919,6.5272
9920,7.4226
9921,7.0027
9922,7.3898
9923,7.2865
9924,7.3236
9925,5.8328
9926,7.2338
9927,5.8870000000000005
9928,5.7402
9929,5.1283
9930,4.4445
9931,4.3542
9932,4.1916
9933,4.963
9934,4.4574
9935,4.7558
9936,3.6473
9937,3.9424
9938,3.8955
9939,4.3637
9940,4.5548
9941,4.3756
9942,4.4432
9943,4.6362
9944,4.6064
9945,4.7417
9946,4.5226
9947,4.3702
9948,4.073
9949,3.8795
9950,4.1456
9951,3.6436
9952,3.5972
9953,3.4672
9954,3.6966
9955,3.5780000000000003
9956,4.0501
9957,3.9683
9958,3.9778
9959,3.7705
9960,4.101
9961,4.0743
9962,3.9106
9963,4.5131
9964,4.2691
9965,4.5825
9966,5.4148
9967,3.9639
9968,2.6957
9969,2.8948
9970,2.6474
9971,2.9837
9972,3.3310000000000004
9973,2.7167
9974,2.6846
9975,2.8528
9976,2.3911
9977,1.5545
9978,1.5111
9979,0.8638
9980,0.804
9981,1.2153
9982,0.6407
9983,0.8872
9984,1.1091
9985,1.3917
9986,1.2838
9987,1.2689
9988,1.4471
9989,1.317
9990,1.3021
9991,1.2167
9992,0.9621
9993,0.9446
9994,0.7816
9995,0.6238
9996,0.5756
9997,0.6937
9998,1.4045
9999,1.4880000000000002
10000,1.0312
10001,1.175
10002,1.4083
10003,1.5503
10004,1.6477
10005,1.5365
10006,1.1892
10007,1.0447
10008,1.0918
10009,1.2926
10010,1.5868
10011,1.6134
10012,2.0729
10013,2.3124
10014,2.0842
10015,1.8104
10016,1.5411
10017,0.562
10018,0.688
10019,0.642
10020,0.5349
10021,0.6966
10022,1.2226
10023,2.9054
10024,4.3053
10025,3.2003
10026,3.9133
10027,4.9456
10028,3.8755
10029,4.4045
10030,4.9927
10031,6.3241
10032,6.3568
10033,5.6621
10034,5.4529
10035,6.6012
10036,6.1739
10037,5.1197
10038,5.0082
10039,4.6897
10040,6.3771
10041,7.162000000000001
10042,7.0954
10043,6.6927
10044,6.3039
10045,6.3516
10046,7.4505
10047,7.8265
10048,8.0451
10049,7.7453
10050,7.8543
10051,7.5582
10052,7.474
10053,7.5054
10054,7.9759
10055,6.805
10056,6.4391
10057,6.699
10058,8.1458
10059,6.8539
10060,6.8421
10061,6.4683
10062,7.6698
10063,7.872999999999999
10064,7.6568
10065,7.0871
10066,6.6770000000000005
10067,6.8367
10068,7.572
10069,7.8711
10070,6.681
10071,6.4884
10072,6.3577
10073,6.4405
10074,5.2888
10075,6.132000000000001
10076,6.468
10077,6.0137
10078,6.5093
10079,6.0963
10080,5.9891
10081,6.075
10082,7.577999999999999
10083,5.9175
10084,4.4073
10085,4.9735
10086,4.2838
10087,3.8271
10088,4.0046
10089,3.6969
10090,4.0863
10091,5.0464
10092,5.438
10093,6.0783
10094,5.0516
10095,4.5642
10096,5.39
10097,4.1226
10098,4.4536
10099,6.0426
10100,5.1122
10101,4.3464
10102,3.414
10103,3.2085
10104,2.5235
10105,2.6772
10106,2.727
10107,2.6519
10108,3.1709
10109,4.0025
10110,3.3705
10111,3.5306
10112,4.1371
10113,3.8921
10114,4.1662
10115,3.8975
10116,2.9572
10117,3.3072
10118,3.6995
10119,4.1793
10120,3.2467
10121,3.7248
10122,3.0008
10123,1.456
10124,1.7262
10125,2.0003
10126,1.6885
10127,1.8156
10128,1.8066
10129,1.5177
10130,1.7968
10131,2.2605
10132,2.5665
10133,2.5293
10134,2.045
10135,1.7133
10136,1.0388
10137,0.5049
10138,0.5023
10139,0.2676
10140,0.4379999999999999
10141,0.9884
10142,0.2917
10143,0.508
10144,1.0315
10145,1.4484
10146,2.0981
10147,2.1790000000000003
10148,1.7346
10149,1.4997
10150,1.8929
10151,1.5924
10152,2.0836
10153,2.6794
10154,2.3185
10155,1.8986
10156,2.0936
10157,1.2744
10158,1.371
10159,1.6154
10160,2.4601
10161,2.6405
10162,2.1621
10163,2.0504
10164,2.4362
10165,2.8098
10166,2.6185
10167,2.575
10168,2.8212
10169,3.0391
10170,3.0387
10171,4.1714
10172,5.1863
10173,4.9977
10174,4.1066
10175,4.5114
10176,4.4496
10177,3.5578
10178,4.2277
10179,4.7122
10180,3.3723
10181,3.4798
10182,3.963
10183,4.2541
10184,3.711
10185,5.5473
10186,5.1807
10187,4.9981
10188,5.3286
10189,5.7893
10190,5.5596
10191,5.2474
10192,4.8273
10193,3.422
10194,4.1816
10195,4.6024
10196,5.752999999999999
10197,6.3404
10198,5.7026
10199,7.023
10200,7.4511
10201,6.849
10202,5.5687
10203,5.6944
10204,5.9175
10205,6.1517
10206,5.8998
10207,6.5265
10208,6.5837
10209,5.9515
10210,5.3565
10211,5.2634
10212,5.8396
10213,5.8217
10214,6.4943
10215,5.0205
10216,6.5059
10217,6.0456
10218,6.4321
10219,6.7099
10220,5.4114
10221,6.3905
10222,5.4727
10223,4.8467
10224,3.7823
10225,2.6482
10226,2.6367
10227,2.7775
10228,2.8383
10229,3.2155
10230,3.0975
10231,2.867
10232,2.7497
10233,2.5774
10234,3.4394
10235,3.2402
10236,2.6111
10237,2.447
10238,2.3527
10239,2.6351
10240,2.9293
10241,2.5337
10242,2.7316
10243,2.4476
10244,1.4338
10245,1.6645
10246,1.4799
10247,1.2065
10248,0.8823
10249,1.311
10250,1.1922
10251,1.3887
10252,1.6978
10253,1.1548
10254,2.2108
10255,1.9118
10256,2.6630000000000003
10257,2.6772
10258,2.8874
10259,2.5487
10260,2.6451
10261,1.9362
10262,1.1988
10263,1.4116
10264,1.4138
10265,1.3534
10266,1.8689
10267,1.0301
10268,1.2685
10269,1.6173
10270,2.6667
10271,2.2
10272,1.2641
10273,0.6843
10274,1.3658
10275,2.0540000000000003
10276,1.7194
10277,1.5379
10278,1.6623
10279,2.0889
10280,3.0798
10281,2.6562
10282,1.7259
10283,1.9792
10284,1.8516
10285,1.1434
10286,0.7057
10287,1.4509
10288,1.8193
10289,1.5856
10290,1.2714
10291,1.1931
10292,1.3313
10293,2.3591
10294,2.2586
10295,3.2965
10296,3.273
10297,2.5515
10298,2.1916
10299,2.4507
10300,2.8661
10301,1.8235
10302,1.0281
10303,1.4732
10304,0.9014
10305,0.8835
10306,0.6814
