id,wd
570,224.3887
571,215.4038
572,219.6069
573,226.5103
574,223.8912
575,225.9969
576,232.6468
577,223.8663
578,228.5302
579,236.0355
580,233.7376
581,246.0232
582,249.6233
583,263.2939
584,272.4301
585,286.2084
586,270.9019
587,286.831
588,296.9169
589,303.6679
590,335.8069
591,325.4809
592,286.0903
593,254.7416
594,293.0857
595,323.3413
596,327.7942
597,316.05400000000003
598,289.2734
599,316.84
600,304.2205
601,292.1371
602,282.4709
603,306.8083
604,301.937
605,288.4853
606,300.4653
607,279.7729
608,260.6191
609,308.6261
610,301.3138
611,305.5668
612,302.8859
613,290.8521
614,290.1682
615,303.368
616,302.1637
617,327.3041
618,325.7041
619,328.5709
620,327.7287
621,320.8382
622,311.1284
623,317.6602
624,304.7494
625,289.768
626,281.5917
627,276.5224
628,271.3556
629,278.1692
630,296.4855
631,306.2656
632,307.1857
633,317.555
634,306.6597
635,291.8723
636,292.5887
637,281.7248
638,276.1444
639,287.9069
640,299.3006
641,304.9674
642,328.7263
643,314.8352
644,309.013
645,302.1059
646,312.0552
647,310.2272
648,305.2922
649,304.947
650,303.2847
651,306.5352
652,300.3293
653,303.2514
654,299.5879
655,302.4855
656,306.8215
657,307.9739
658,308.5445
659,304.6755
660,304.9209
661,298.9884
662,299.8677
663,315.2442
664,327.5034
665,328.8262
666,316.4585
667,313.6089
668,313.1885
669,300.2978
670,291.1035
671,287.8156
672,277.4376
673,273.2579
674,273.791
675,279.7425
676,267.7452
677,279.7878
678,267.0125
679,277.4337
680,278.9493
681,279.0985
682,279.3792
683,267.0836
684,272.414
685,257.452
686,254.4355
687,253.1633
688,255.8877
689,250.0802
690,243.4656
691,236.7251
692,253.7423
693,251.9966
694,237.5187
695,235.0767
696,246.9626
697,246.5292
698,255.034
699,253.7872
700,240.0309
701,251.1668
702,252.1093
703,241.321
704,254.6372
705,253.9818
706,249.1934
707,242.754
708,252.6697
709,251.9356
710,255.5155
711,247.5879
712,259.1611
713,245.0847
714,245.1431
715,267.5116
716,260.7789
717,269.4511
718,263.52
719,262.6621
720,274.0999
721,279.7265
722,267.7609
723,275.9121
724,273.1214
725,270.6207
726,274.3049
727,279.2458
728,293.0077
729,311.2081
730,300.7204
731,285.6487
732,284.1163
733,296.887
734,294.5548
735,299.966
736,315.6682
737,312.7041
738,307.7143
739,309.7982
740,298.1434
741,302.4348
742,295.7807
743,287.3997
744,299.3452
745,292.5063
746,291.0854
747,301.9651
748,304.1635
749,319.3235
750,321.8815
751,326.3519
752,318.5283
753,306.4369
754,298.3787
755,300.9625
756,302.9751
757,291.9399
758,284.1189
759,296.5905
760,308.3512
761,303.2794
762,307.0258
763,311.2436
764,312.2065
765,316.7128
766,315.4162
767,301.2684
768,298.9554
769,296.18
770,290.8006
771,296.5205
772,297.9745
773,297.6969
774,294.4249
775,295.9843
776,292.7568
777,290.7157
778,292.8576
779,291.8647
780,292.1179
781,287.9939
782,284.6644
783,295.3396
784,299.3945
785,320.2554
786,309.2707
787,302.7975
788,303.5527
789,299.1059
790,302.2777
791,307.285
792,306.8453
793,309.9931
794,309.6103
795,324.821
796,325.8383
797,294.8441
798,289.2163
799,287.3143
800,292.3405
801,293.7289
802,294.2134
803,303.405
804,309.6141
805,312.4449
806,318.009
807,324.3457
808,315.2831
809,308.4006
810,301.2444
811,315.3876
812,315.833
813,318.4347
814,323.7396
815,326.5875
816,322.2379
817,316.0298
818,310.2099
819,302.1776
820,303.1623
821,304.8828
822,305.6661
823,298.6889
824,306.2302
825,320.6173
826,322.4411
827,289.8699
828,276.2549
829,277.2832
830,273.6242
831,276.358
832,283.4798
833,271.9412
834,274.0029
835,276.9616
836,262.9517
837,259.2811
838,254.2101
839,228.7848
840,224.8831
841,202.9733
842,220.0915
843,221.283
844,238.4134
845,235.3021
846,230.4696
847,235.8024
848,233.8593
849,233.4605
850,236.5359
851,234.6076
852,237.8105
853,241.0283
854,242.8135
855,239.2237
856,239.1961
857,243.3385
858,244.5183
859,242.8868
860,242.427
861,243.7786
862,248.7972
863,244.9913
864,241.4756
865,237.761
866,240.1658
867,232.6248
868,237.8658
869,237.5043
870,239.9911
871,248.5913
872,255.4498
873,258.5106
874,257.16200000000003
875,265.4987
876,273.9176
877,293.4486
878,331.3881
879,314.8619
880,293.84
881,316.1614
882,301.2865
883,308.688
884,337.8662
885,333.9528
886,330.3085
887,321.1274
888,329.6776
889,322.8165
890,320.8837
891,321.2432
892,316.9381
893,314.3571
894,305.6435
895,305.5517
896,303.0896
897,300.4452
898,304.7173
899,301.2093
900,304.3447
901,323.7225
902,314.371
903,300.3733
904,295.4339
905,285.1759
906,292.1844
907,289.8001
908,293.7906
909,295.7748
910,292.1151
911,299.8106
912,297.8394
913,319.6493
914,301.5735
915,296.0594
916,348.9341
917,312.8955
918,267.5512
919,281.7959
920,256.8029
921,329.6814
922,351.6452
923,348.6249
924,341.1924
925,336.7448
926,335.7925
927,344.7384
928,321.9881
929,298.3015
930,300.156
931,290.1459
932,289.7673
933,282.0557
934,292.6814
935,304.7221
936,295.197
937,293.4375
938,305.8222
939,312.306
940,331.6795
941,329.5607
942,319.4528
943,310.181
944,296.2833
945,282.7988
946,271.4262
947,278.4325
948,290.42
949,299.6642
950,344.8724
951,343.43699999999995
952,337.3385
953,344.88800000000003
954,357.2446
955,337.1021
956,342.5722
957,327.0113
958,325.2409
959,306.1869
960,342.9128
961,315.2752
962,290.1714
963,293.3337
964,286.3182
965,285.5729
966,286.1633
967,277.0177
968,295.9871
969,270.3334
970,288.1409
971,261.358
972,281.4765
973,266.4995
974,241.3475
975,239.2836
976,244.6634
977,243.8434
978,250.5015
979,238.3079
980,229.0395
981,232.4352
982,219.2667
983,232.4363
984,225.4244
985,230.9723
986,223.6291
987,226.227
988,235.6992
989,224.181
990,231.4706
991,227.0151
992,227.2361
993,223.1932
994,213.5767
995,221.1729
996,220.5243
997,229.0955
998,226.8148
999,224.5168
1000,213.1666
1001,231.8031
1002,219.6987
1003,226.8408
1004,203.985
1005,202.2708
1006,203.7359
1007,210.0052
1008,200.196
1009,177.7294
1010,171.4939
1011,170.9197
1012,197.6355
1013,60.4837
1014,49.994
1015,17.82
1016,30.2035
1017,22.5986
1018,14.9965
1019,3.7925
1020,10.3818
1021,345.5087
1022,318.9156
1023,346.9117
1024,95.4189
1025,98.4733
1026,84.1354
1027,89.6576
1028,241.91
1029,152.1317
1030,128.8197
1031,150.6483
1032,125.0038
1033,118.5358
1034,103.5041
1035,72.2671
1036,48.6669
1037,51.8297
1038,25.2015
1039,16.6954
1040,0.5662
1041,345.4459
1042,337.8133
1043,354.3416
1044,352.9706
1045,333.8305
1046,326.4823
1047,305.3698
1048,302.8695
1049,305.7334
1050,302.8302
1051,303.6921
1052,299.622
1053,305.4837
1054,321.8437
1055,307.6126
1056,305.1645
1057,288.0921
1058,285.2793
1059,290.4012
1060,296.4278
1061,304.7616
1062,314.8421
1063,327.4459
1064,317.1836
1065,310.7977
1066,304.4616
1067,298.9993
1068,281.4624
1069,278.0099
1070,283.3955
1071,290.5585
1072,296.5976
1073,302.066
1074,308.3715
1075,318.4689
1076,320.3524
1077,303.0132
1078,294.3254
1079,288.2463
1080,281.0243
1081,295.3161
1082,299.2879
1083,288.0101
1084,306.6579
1085,326.4954
1086,335.5052
1087,341.6537
1088,12.0966
1089,8.5909
1090,5.4277
1091,11.3694
1092,355.7226
1093,327.3307
1094,305.464
1095,316.6186
1096,314.1548
1097,299.0635
1098,301.8452
1099,307.0663
1100,311.9257
1101,323.6618
1102,315.5332
1103,307.4692
1104,314.9257
1105,303.5105
1106,292.5262
1107,296.0931
1108,299.7001
1109,313.9209
1110,322.8747
1111,318.1126
1112,316.3216
1113,326.7929
1114,330.11
1115,325.5653
1116,327.0702
1117,335.9355
1118,351.684
1119,1.6129
1120,3.681
1121,19.4036
1122,11.1986
1123,37.1136
1124,251.61
1125,284.3467
1126,272.5522
1127,299.8952
1128,279.4242
1129,291.4471
1130,252.2804
1131,245.8738
1132,233.9557
1133,258.8446
1134,241.6236
1135,249.6091
1136,241.2721
1137,189.5014
1138,208.49
1139,189.4813
1140,149.0789
1141,144.4696
1142,209.2774
1143,215.2809
1144,205.5477
1145,167.6646
1146,156.9089
1147,144.1485
1148,151.9769
1149,157.3673
1150,166.3527
1151,161.664
1152,152.3332
1153,154.4112
1154,157.4436
1155,162.2107
1156,159.1518
1157,163.3609
1158,172.5903
1159,177.1669
1160,178.2205
1161,171.5906
1162,150.724
1163,117.8655
1164,111.5071
1165,102.2946
1166,96.2836
1167,93.6571
1168,90.5262
1169,94.4708
1170,91.1648
1171,93.4464
1172,94.8333
1173,97.2128
1174,98.6671
1175,101.0024
1176,83.9985
1177,69.2636
1178,53.2033
1179,84.0513
1180,90.7418
1181,67.7867
1182,65.1007
1183,47.9824
1184,19.8625
1185,17.4229
1186,42.4571
1187,76.3775
1188,6.0842
1189,347.7269
1190,356.886
1191,350.415
1192,345.1836
1193,334.5337
1194,333.8028
1195,297.28700000000003
1196,294.9933
1197,304.8922
1198,297.4095
1199,291.0172
1200,292.0891
1201,302.6212
1202,301.0633
1203,297.1199
1204,322.1183
1205,341.0808
1206,331.1407
1207,317.2218
1208,306.7256
1209,292.6005
1210,285.365
1211,278.3591
1212,280.7774
1213,273.5257
1214,278.4741
1215,286.6347
1216,295.5519
1217,298.6349
1218,305.7293
1219,317.1409
1220,331.7457
1221,340.1391
1222,320.1439
1223,290.5825
1224,295.147
1225,304.2787
1226,299.2326
1227,286.3129
1228,300.9683
1229,310.071
1230,322.6174
1231,329.3532
1232,324.7634
1233,345.1177
1234,354.2843
1235,337.3831
1236,311.8122
1237,315.3298
1238,314.5999
1239,298.745
1240,283.9907
1241,283.3626
1242,303.6928
1243,303.808
1244,313.8763
1245,339.0987
1246,337.0815
1247,5.4027
1248,48.0367
1249,72.7983
1250,94.0542
1251,61.9832
1252,75.0357
1253,124.8851
1254,165.6578
1255,180.7089
1256,162.505
1257,171.98
1258,144.8882
1259,185.3404
1260,169.7832
1261,145.8107
1262,127.0355
1263,177.2665
1264,173.1334
1265,200.2131
1266,160.6375
1267,159.1902
1268,150.2091
1269,147.067
1270,162.2838
1271,171.4201
1272,170.3207
1273,144.2768
1274,148.6484
1275,172.5114
1276,159.0202
1277,167.3002
1278,158.6747
1279,153.2998
1280,144.9378
1281,149.2559
1282,150.2503
1283,154.8139
1284,158.105
1285,146.3428
1286,145.5992
1287,149.029
1288,146.4425
1289,135.2395
1290,138.5988
1291,135.27100000000002
1292,113.2458
1293,129.3245
1294,173.4036
1295,146.3068
1296,112.4254
1297,44.6239
1298,41.6615
1299,31.2333
1300,16.6649
1301,19.1395
1302,79.0102
1303,23.0734
1304,286.6426
1305,346.9321
1306,347.3704
1307,312.6257
1308,321.4449
1309,313.0659
1310,329.9991
1311,345.6791
1312,340.1371
1313,341.6638
1314,333.3125
1315,323.3051
1316,317.9419
1317,342.8922
1318,356.4896
1319,357.74
1320,352.4737
1321,330.7027
1322,337.2673
1323,327.5266
1324,328.9441
1325,334.6536
1326,322.3757
1327,328.3572
1328,343.0514
1329,358.8892
1330,357.1846
1331,343.8912
1332,345.7177
1333,340.3457
1334,322.0544
1335,319.2087
1336,313.1702
1337,286.371
1338,286.0851
1339,284.2043
1340,285.6302
1341,294.7643
1342,311.6814
1343,328.6961
1344,324.6038
1345,321.7588
1346,321.0612
1347,317.8454
1348,315.5403
1349,305.4006
1350,299.2693
1351,289.8983
1352,281.772
1353,294.5905
1354,303.3171
1355,312.188
1356,321.4056
1357,339.1064
1358,336.0081
1359,312.3184
1360,302.3032
1361,290.8626
1362,298.7069
1363,327.8869
1364,324.281
1365,331.2934
1366,320.8803
1367,315.7392
1368,311.2075
1369,315.9599
1370,325.986
1371,332.6254
1372,315.3986
1373,316.0563
1374,315.5096
1375,326.6172
1376,324.4733
1377,321.3065
1378,325.7041
1379,321.6333
1380,310.3125
1381,303.1214
1382,307.8125
1383,298.2479
1384,307.909
1385,315.9803
1386,307.0644
1387,314.6386
1388,324.117
1389,327.835
1390,331.2416
1391,334.6072
1392,322.1553
1393,318.3254
1394,315.7822
1395,318.1564
1396,299.4318
1397,308.6231
1398,292.7479
1399,267.1687
1400,284.4511
1401,296.7267
1402,253.6013
1403,284.9388
1404,270.6307
1405,286.8724
1406,298.2748
1407,274.2434
1408,250.8222
1409,273.2955
1410,275.3263
1411,231.1389
1412,281.0507
1413,227.2538
1414,221.47
1415,216.9439
1416,223.0569
1417,218.1425
1418,214.7672
1419,222.7086
1420,227.7233
1421,222.0305
1422,229.4986
1423,230.7619
1424,231.1226
1425,232.7251
1426,231.4478
1427,229.0586
1428,232.1464
1429,238.4363
1430,221.4657
1431,227.459
1432,238.8385
1433,240.6285
1434,230.0047
1435,227.6661
1436,226.6628
1437,221.3854
1438,228.158
1439,224.5701
1440,230.6147
1441,227.8077
1442,225.7271
1443,228.4887
1444,240.0454
1445,241.6718
1446,229.055
1447,235.4142
1448,239.6324
1449,272.8219
1450,299.3275
1451,324.7595
1452,3.9259
1453,358.1879
1454,2.4367
1455,20.1961
1456,347.5848
1457,328.9187
1458,305.7993
1459,303.941
1460,320.0523
1461,318.4
1462,327.8019
1463,324.3266
1464,316.3359
1465,309.6047
1466,325.3851
1467,319.4109
1468,323.2859
1469,304.9355
1470,295.9031
1471,294.3261
1472,284.3871
1473,293.5634
1474,282.0414
1475,289.1515
1476,289.7633
1477,281.0911
1478,279.8177
1479,282.9129
1480,285.5733
1481,279.3889
1482,324.517
1483,328.1874
1484,296.8486
1485,315.9554
1486,22.6562
1487,29.4655
1488,63.3713
1489,64.6398
1490,347.9166
1491,298.7885
1492,304.1665
1493,299.0047
1494,291.686
1495,279.6086
1496,286.8148
1497,297.4253
1498,294.4504
1499,301.0041
1500,316.3459
1501,310.3103
1502,323.8335
1503,324.6509
1504,323.4127
1505,311.6967
1506,313.2463
1507,299.6007
1508,290.6532
1509,284.9144
1510,291.2276
1511,298.381
1512,304.5965
1513,304.3664
1514,288.991
1515,283.148
1516,286.85200000000003
1517,287.2857
1518,287.7315
1519,308.0907
1520,317.7436
1521,341.1303
1522,330.2143
1523,321.3901
1524,320.7311
1525,322.0904
1526,309.013
1527,312.322
1528,318.1413
1529,316.0057
1530,315.9724
1531,300.4117
1532,296.092
1533,282.8396
1534,288.5675
1535,287.6783
1536,299.1764
1537,303.0828
1538,296.1025
1539,312.2243
1540,328.8746
1541,324.7373
1542,302.3417
1543,271.5513
1544,258.969
1545,247.087
1546,310.8245
1547,294.0507
1548,261.0023
1549,236.4503
1550,154.6527
1551,198.7028
1552,161.5379
1553,190.836
1554,181.8458
1555,174.8981
1556,189.3865
1557,189.3192
1558,210.4847
1559,203.4107
1560,202.897
1561,200.9934
1562,202.5319
1563,195.0872
1564,200.8207
1565,201.5724
1566,190.4316
1567,188.467
1568,186.7554
1569,183.3823
1570,207.0047
1571,190.527
1572,192.8945
1573,182.5357
1574,186.2785
1575,182.0501
1576,197.5976
1577,195.7963
1578,184.0079
1579,184.8888
1580,173.5966
1581,177.4644
1582,181.1457
1583,186.978
1584,183.7734
1585,178.9793
1586,185.8132
1587,188.391
1588,187.1701
1589,192.2262
1590,189.8849
1591,189.5038
1592,188.4477
1593,195.506
1594,175.6851
1595,157.485
1596,122.8654
1597,124.0147
1598,125.1761
1599,129.2267
1600,138.17
1601,139.9364
1602,147.8086
1603,72.689
1604,62.1005
1605,69.0357
1606,101.9033
1607,81.4837
1608,6.7203
1609,351.4749
1610,328.5309
1611,289.0609
1612,283.5185
1613,291.0194
1614,297.35900000000004
1615,313.2015
1616,338.9575
1617,322.7286
1618,317.7144
1619,321.0945
1620,307.5496
1621,292.8036
1622,281.8032
1623,278.1894
1624,283.5825
1625,281.0718
1626,278.1835
1627,257.8039
1628,257.4981
1629,262.0139
1630,332.1915
1631,303.6485
1632,311.99
1633,284.457
1634,304.0605
1635,299.1355
1636,311.733
1637,308.7278
1638,295.4151
1639,288.9238
1640,295.8859
1641,293.7415
1642,300.4806
1643,295.9031
1644,319.2046
1645,330.7885
1646,325.128
1647,330.2242
1648,319.1227
1649,331.95300000000003
1650,288.9621
1651,293.6808
1652,311.4396
1653,320.0231
1654,307.9208
1655,324.8122
1656,317.3291
1657,311.719
1658,312.2368
1659,298.0722
1660,298.1772
1661,306.2081
1662,290.9753
1663,291.8978
1664,283.8678
1665,287.4289
1666,285.7277
1667,295.5838
1668,301.373
1669,310.7116
1670,311.7237
1671,327.5858
1672,331.5526
1673,329.9774
1674,329.733
1675,324.1309
1676,316.5689
1677,328.6517
1678,334.6837
1679,318.9312
1680,323.2785
1681,309.7385
1682,326.2785
1683,328.655
1684,242.1558
1685,223.7461
1686,264.8959
1687,281.3372
1688,217.6911
1689,268.2641
1690,200.6528
1691,211.2825
1692,217.0132
1693,215.6738
1694,191.9419
1695,183.435
1696,185.3116
1697,188.6718
1698,196.4962
1699,203.6361
1700,209.2532
1701,179.1845
1702,187.3943
1703,192.9019
1704,192.3042
1705,203.8388
1706,200.7256
1707,198.6397
1708,187.01
1709,191.58
1710,188.6814
1711,188.9615
1712,198.6911
1713,187.69
1714,188.6958
1715,204.9541
1716,215.6157
1717,200.9786
1718,207.5378
1719,214.8159
1720,213.7219
1721,222.7576
1722,220.8602
1723,265.7625
1724,339.5944
1725,337.9725
1726,333.8886
1727,324.9828
1728,322.894
1729,306.106
1730,310.0152
1731,300.2102
1732,310.8284
1733,316.5698
1734,303.3182
1735,286.9638
1736,286.958
1737,284.9784
1738,289.5636
1739,290.539
1740,282.7229
1741,288.4705
1742,301.5761
1743,311.5191
1744,303.7724
1745,314.1609
1746,317.7463
1747,313.8909
1748,303.6954
1749,294.8978
1750,304.011
1751,318.2063
1752,321.0085
1753,307.6373
1754,307.0258
1755,316.9272
1756,317.7564
1757,315.7834
1758,308.8978
1759,319.4345
1760,314.5382
1761,308.4237
1762,296.1497
1763,291.7418
1764,287.805
1765,295.7669
1766,295.5548
1767,290.9861
1768,305.2376
1769,314.699
1770,311.5212
1771,310.9119
1772,312.144
1773,321.4132
1774,324.0185
1775,317.4691
1776,305.7885
1777,308.0748
1778,309.4441
1779,325.0771
1780,322.6184
1781,316.8106
1782,299.6239
1783,309.7027
1784,316.3635
1785,319.4344
1786,321.7031
1787,320.0513
1788,318.1801
1789,303.3744
1790,293.4002
1791,293.1844
1792,297.4308
1793,305.8526
1794,300.5868
1795,296.3032
1796,304.2511
1797,313.2027
1798,331.0845
1799,325.2102
1800,317.6868
1801,309.7944
1802,303.2855
1803,313.9053
1804,310.4908
1805,293.3111
1806,285.0117
1807,306.9449
1808,291.7349
1809,311.2662
1810,316.9606
1811,321.577
1812,330.4681
1813,310.0123
1814,309.8948
1815,303.0152
1816,302.4924
1817,302.8161
1818,299.2619
1819,290.1856
1820,285.3274
1821,293.8973
1822,296.3151
1823,310.8334
1824,318.2193
1825,354.1701
1826,346.9096
1827,313.9044
1828,267.3336
1829,253.2461
1830,335.9123
1831,234.2779
1832,239.5456
1833,292.4206
1834,316.9468
1835,289.896
1836,333.8221
1837,11.4796
1838,191.4723
1839,140.26
1840,136.828
1841,176.5371
1842,159.1001
1843,168.0148
1844,148.0629
1845,146.2409
1846,144.5736
1847,142.6629
1848,146.6224
1849,161.09
1850,157.1291
1851,150.7939
1852,149.947
1853,157.9401
1854,145.4674
1855,147.3718
1856,173.3002
1857,185.448
1858,166.1352
1859,163.8803
1860,161.0637
1861,166.0111
1862,161.4458
1863,174.9423
1864,170.7737
1865,180.0619
1866,183.8077
1867,187.2486
1868,336.3569
1869,343.7482
1870,327.2005
1871,328.1871
1872,34.3384
1873,38.6484
1874,66.0608
1875,67.7795
1876,34.4549
1877,12.3012
1878,64.5395
1879,320.6599
1880,299.3502
1881,280.263
1882,302.8436
1883,294.5044
1884,302.6672
1885,319.7679
1886,327.2839
1887,338.6955
1888,353.8415
1889,333.6998
1890,325.8431
